title,release_year,genres,rating_imdb,rating_movielens,rating_metacritic,rating_rt_audience,count_ratings,imdb_norm,movielens_norm,metacritic_norm,rt_norm,num_available_ratings,superscore_mean,superscore_median
chitty chitty bang bang,1968,"['Adventure', 'Children', 'Comedy', 'Fantasy', 'Musical']",,3.45,,71.0,2,,6.9,,7.1,2,7.0,7.0
funny girl,1968,"['Drama', 'Musical', 'Romance']",,3.75,,85.0,2,,7.5,,8.5,2,8.0,8.0
hang em high,1968,"['Crime', 'Drama', 'Western']",,3.6,,73.0,2,,7.2,,7.3,2,7.25,7.25
hour of the wolf vargtimmen,1968,"['Drama', 'Horror']",,4.5,,86.0,2,,9.0,,8.6,2,8.8,8.8
lion in winter the,1968,['Drama'],,3.67,,90.0,2,,7.34,,9.0,2,8.17,8.17
monterey pop,1968,"['Documentary', 'Musical']",,3.5,,90.0,2,,7.0,,9.0,2,8.0,8.0
odd couple the,1968,['Comedy'],,4.07,,89.0,2,,8.14,,8.9,2,8.52,8.52
oliver,1968,"['Drama', 'Musical']",,3.57,,81.0,2,,7.14,,8.1,2,7.619999999999999,7.619999999999999
party the,1968,['Comedy'],,3.5,,88.0,2,,7.0,,8.8,2,7.9,7.9
producers the,1968,['Comedy'],,3.97,,85.0,2,,7.94,,8.5,2,8.22,8.22
romeo and juliet,1968,"['Drama', 'Romance']",,3.67,,74.0,2,,7.34,,7.4,2,7.37,7.37
scalphunters the,1968,"['Comedy', 'Western']",,4.5,,56.0,2,,9.0,,5.6,2,7.3,7.3
thomas crown affair the,1968,"['Crime', 'Drama', 'Romance', 'Thriller']",,4.0,,74.0,2,,8.0,,7.4,2,7.7,7.7
where eagles dare,1968,"['Action', 'Adventure', 'War']",,4.0,,89.0,2,,8.0,,8.9,2,8.45,8.45
yours mine and ours,1968,"['Children', 'Comedy']",,2.75,,80.0,2,,5.5,,8.0,2,6.75,6.75
barefoot in the park,1967,['Comedy'],,3.31,,79.0,2,,6.62,,7.9,2,7.26,7.26
bedazzled,1967,"['Comedy', 'Fantasy']",,2.0,,74.0,2,,4.0,,7.4,2,5.7,5.7
camelot,1967,"['Drama', 'Musical', 'Romance']",,4.0,,69.0,2,,8.0,,6.9,2,7.45,7.45
casino royale,1967,"['Action', 'Adventure', 'Comedy']",,2.5,,34.0,2,,5.0,,3.4,2,4.2,4.2
doctor dolittle,1967,"['Adventure', 'Children', 'Musical']",,3.77,,57.0,2,,7.54,,5.7,2,6.62,6.62
fearless vampire killers the,1967,"['Comedy', 'Horror']",,3.67,,76.0,2,,7.34,,7.6,2,7.47,7.47
guess whos coming to dinner,1967,['Drama'],,4.55,,85.0,2,,9.1,,8.5,2,8.8,8.8
hombre,1967,['Western'],,3.0,,80.0,2,,6.0,,8.0,2,7.0,7.0
how to succeed in business without really trying,1967,"['Comedy', 'Musical']",,4.25,,82.0,2,,8.5,,8.2,2,8.35,8.35
in cold blood,1967,"['Crime', 'Drama']",,3.62,,88.0,2,,7.24,,8.8,2,8.02,8.02
in like flint,1967,"['Action', 'Adventure', 'Comedy']",,4.0,,51.0,2,,8.0,,5.1,2,6.55,6.55
point blank,1967,"['Action', 'Crime', 'Drama', 'Thriller']",,3.0,,84.0,2,,6.0,,8.4,2,7.2,7.2
taming of the shrew the,1967,['Comedy'],,2.5,,74.0,2,,5.0,,7.4,2,6.2,6.2
to sir with love,1967,['Drama'],,4.07,,88.0,2,,8.14,,8.8,2,8.47,8.47
wait until dark,1967,"['Drama', 'Thriller']",,3.43,,91.0,2,,6.86,,9.1,2,7.98,7.98
alfie,1966,"['Comedy', 'Drama', 'Romance']",,3.25,,76.0,2,,6.5,,7.6,2,7.05,7.05
au hasard balthazar,1966,"['Crime', 'Drama']",,3.5,,86.0,2,,7.0,,8.6,2,7.8,7.8
blowup blowup,1966,"['Drama', 'Mystery']",,3.67,,84.0,2,,7.34,,8.4,2,7.87,7.87
born free,1966,"['Adventure', 'Children', 'Drama']",,4.0,,86.0,2,,8.0,,8.6,2,8.3,8.3
endless summer the,1966,['Documentary'],,4.17,,91.0,2,,8.34,,9.1,2,8.719999999999999,8.719999999999999
fahrenheit 451,1966,"['Drama', 'Sci-Fi']",,3.6,,72.0,2,,7.2,,7.2,2,7.2,7.2
fantastic voyage,1966,"['Adventure', 'Sci-Fi']",,2.67,,67.0,2,,5.34,,6.7,2,6.02,6.02
georgy girl,1966,['Comedy'],,4.0,,70.0,2,,8.0,,7.0,2,7.5,7.5
how the grinch stole christmas,1966,"['Animation', 'Comedy', 'Fantasy', 'Musical']",,3.59,,98.0,2,,7.18,,9.8,2,8.49,8.49
how to steal a million,1966,"['Comedy', 'Crime', 'Romance']",,3.67,,88.0,2,,7.34,,8.8,2,8.07,8.07
its the great pumpkin charlie brown,1966,"['Animation', 'Children', 'Comedy']",,3.8,,85.0,2,,7.6,,8.5,2,8.05,8.05
king of hearts,1966,"['Comedy', 'Drama', 'War']",,5.0,,88.0,2,,10.0,,8.8,2,9.4,9.4
nevada smith,1966,['Western'],,4.0,,65.0,2,,8.0,,6.5,2,7.25,7.25
russians are coming the russians are coming the,1966,"['Comedy', 'War']",,2.5,,75.0,2,,5.0,,7.5,2,6.25,6.25
sand pebbles the,1966,"['Drama', 'Romance', 'War']",,3.5,,88.0,2,,7.0,,8.8,2,7.9,7.9
seconds,1966,"['Mystery', 'Sci-Fi', 'Thriller']",,3.5,,87.0,2,,7.0,,8.7,2,7.85,7.85
this property is condemned,1966,"['Drama', 'Romance']",,4.5,,77.0,2,,9.0,,7.7,2,8.35,8.35
torn curtain,1966,['Thriller'],,3.5,,53.0,2,,7.0,,5.3,2,6.15,6.15
walk dont run,1966,"['Comedy', 'Romance']",,2.0,,70.0,2,,4.0,,7.0,2,5.5,5.5
whos afraid of virginia woolf,1966,['Drama'],,4.14,,91.0,2,,8.28,,9.1,2,8.69,8.69
agony and the ecstasy the,1965,['Drama'],,4.0,,78.0,2,,8.0,,7.8,2,7.9,7.9
beach blanket bingo,1965,"['Comedy', 'Musical']",,1.5,,52.0,2,,3.0,,5.2,2,4.1,4.1
bunny lake is missing,1965,"['Mystery', 'Thriller']",,3.5,,78.0,2,,7.0,,7.8,2,7.4,7.4
cat ballou,1965,"['Comedy', 'Western']",,3.14,,74.0,2,,6.28,,7.4,2,6.84,6.84
cincinnati kid the,1965,['Drama'],,0.5,,78.0,2,,1.0,,7.8,2,4.4,4.4
collector the,1965,"['Drama', 'Horror', 'Thriller']",,0.5,,84.0,2,,1.0,,8.4,2,4.7,4.7
dr goldfoot and the bikini machine,1965,['Comedy'],,5.0,,43.0,2,,10.0,,4.3,2,7.15,7.15
flight of the phoenix the,1965,"['Action', 'Adventure', 'Drama']",,4.0,,81.0,2,,8.0,,8.1,2,8.05,8.05
for a few dollars more per qualche dollaro in piu,1965,"['Action', 'Drama', 'Thriller', 'Western']",,4.15,,94.0,2,,8.3,,9.4,2,8.850000000000001,8.850000000000001
great race the,1965,"['Comedy', 'Musical']",,3.33,,83.0,2,,6.66,,8.3,2,7.48,7.48
greatest story ever told the,1965,['Drama'],,2.5,,64.0,2,,5.0,,6.4,2,5.7,5.7
help,1965,"['Comedy', 'Musical']",,3.36,,86.0,2,,6.72,,8.6,2,7.66,7.66
hill,1965,"['Classics', 'Drama']",,,81.0,93.0,2,,,8.1,9.3,2,8.7,8.7
juliet of the spirits giulietta degli spiriti,1965,"['Comedy', 'Drama', 'Fantasy', 'Romance']",,3.25,,85.0,2,,6.5,,8.5,2,7.5,7.5
major dundee,1965,"['Adventure', 'War', 'Western']",,2.0,,67.0,2,,4.0,,6.7,2,5.35,5.35
our man flint,1965,"['Adventure', 'Comedy', 'Sci-Fi']",,3.5,,68.0,2,,7.0,,6.8,2,6.9,6.9
repulsion,1965,"['Drama', 'Horror']",,4.17,,86.0,2,,8.34,,8.6,2,8.469999999999999,8.469999999999999
sandpiper the,1965,"['Drama', 'Romance']",,5.0,,43.0,2,,10.0,,4.3,2,7.15,7.15
shenandoah,1965,"['Drama', 'War', 'Western']",,4.0,,79.0,2,,8.0,,7.9,2,7.95,7.95
ship of fools,1965,['Drama'],,3.5,,78.0,2,,7.0,,7.8,2,7.4,7.4
spy who came in from the cold the,1965,"['Drama', 'Thriller']",,0.5,,82.0,2,,1.0,,8.2,2,4.6,4.6
those magnificent men in their flying machines,1965,"['Action', 'Adventure', 'Comedy']",,2.5,,75.0,2,,5.0,,7.5,2,6.25,6.25
von ryans express,1965,"['Action', 'Adventure', 'Drama', 'War']",,3.75,,82.0,2,,7.5,,8.2,2,7.85,7.85
whats new pussycat,1965,['Comedy'],,3.5,,56.0,2,,7.0,,5.6,2,6.3,6.3
americanization of emily the,1964,"['Comedy', 'Drama', 'War']",,4.0,,82.0,2,,8.0,,8.2,2,8.1,8.1
failsafe,1964,"['Drama', 'Thriller', 'War']",,4.0,,91.0,2,,8.0,,9.1,2,8.55,8.55
father goose,1964,"['Adventure', 'Comedy', 'Romance', 'War']",,3.67,,86.0,2,,7.34,,8.6,2,7.97,7.97
goodbye charlie,1964,"['Comedy', 'Fantasy', 'Romance']",,5.0,,69.0,2,,10.0,,6.9,2,8.45,8.45
incredible mr limpet the,1964,"['Animation', 'Comedy', 'War']",,3.0,,60.0,2,,6.0,,6.0,2,6.0,6.0
kiss me stupid,1964,['Comedy'],,3.5,,66.0,2,,7.0,,6.6,2,6.8,6.8
marnie,1964,"['Drama', 'Mystery', 'Romance', 'Thriller']",,3.62,,73.0,2,,7.24,,7.3,2,7.27,7.27
night of the iguana the,1964,"['Drama', 'Thriller']",,3.0,,85.0,2,,6.0,,8.5,2,7.25,7.25
pawnbroker the,1964,['Drama'],,3.5,,87.0,2,,7.0,,8.7,2,7.85,7.85
robinson crusoe on mars,1964,['Sci-Fi'],,2.0,,62.0,2,,4.0,,6.2,2,5.1,5.1
rudolph the rednosed reindeer,1964,"['Adventure', 'Animation', 'Children', 'Fantasy', 'Musical']",,3.83,,84.0,2,,7.66,,8.4,2,8.030000000000001,8.030000000000001
send me no flowers,1964,"['Comedy', 'Romance']",,3.25,,75.0,2,,6.5,,7.5,2,7.0,7.0
servant,1964,"['Art House & International', 'Classics', 'Drama']",,,93.0,90.0,2,,,9.3,9.0,2,9.15,9.15
seven days in may,1964,['Thriller'],,4.0,,89.0,2,,8.0,,8.9,2,8.45,8.45
unsinkable molly brown the,1964,['Musical'],,3.75,,70.0,2,,7.5,,7.0,2,7.25,7.25
woman in the dunes suna no onna,1964,['Drama'],,4.75,,93.0,2,,9.5,,9.3,2,9.4,9.4
world of henry orient the,1964,['Comedy'],,4.0,,58.0,2,,8.0,,5.8,2,6.9,6.9
zulu,1964,"['Action', 'Drama', 'War']",,4.0,,91.0,2,,8.0,,9.1,2,8.55,8.55
billy liar,1963,['Comedy'],,3.5,,84.0,2,,7.0,,8.4,2,7.7,7.7
blood feast,1963,['Horror'],,4.0,,44.0,2,,8.0,,4.4,2,6.2,6.2
cleopatra,1963,"['Classics', 'Drama']",,,60.0,69.0,2,,,6.0,6.9,2,6.45,6.45
high and low tengoku to jigoku,1963,"['Crime', 'Drama', 'Film-Noir', 'Thriller']",,4.0,,95.0,2,,8.0,,9.5,2,8.75,8.75
hud,1963,"['Drama', 'Western']",,3.75,,89.0,2,,7.5,,8.9,2,8.2,8.2
incredible journey the,1963,"['Adventure', 'Children']",,3.38,,76.0,2,,6.76,,7.6,2,7.18,7.18
irma la douce,1963,['Comedy'],,3.62,,79.0,2,,7.24,,7.9,2,7.57,7.57
its a mad mad mad mad world,1963,"['Action', 'Adventure', 'Comedy', 'Crime']",,3.25,,83.0,2,,6.5,,8.3,2,7.4,7.4
jason and the argonauts,1963,"['Action', 'Adventure', 'Fantasy']",,3.5,,79.0,2,,7.0,,7.9,2,7.45,7.45
lilies of the field,1963,['Drama'],,3.83,,86.0,2,,7.66,,8.6,2,8.129999999999999,8.129999999999999
lord of the flies,1963,"['Adventure', 'Drama', 'Thriller']",,3.04,,63.0,2,,6.08,,6.3,2,6.1899999999999995,6.1899999999999995
nutty professor the,1963,"['Comedy', 'Sci-Fi']",,2.46,,67.0,2,,4.92,,6.7,2,5.8100000000000005,5.8100000000000005
pink panther the,1963,"['Comedy', 'Crime']",,3.45,,78.0,2,,6.9,,7.8,2,7.35,7.35
shock corridor,1963,['Drama'],,3.5,,82.0,2,,7.0,,8.2,2,7.6,7.6
son of flubber,1963,"['Children', 'Comedy']",,2.5,,47.0,2,,5.0,,4.7,2,4.85,4.85
tom jones,1963,"['Adventure', 'Comedy', 'Romance']",,3.64,,58.0,2,,7.28,,5.8,2,6.54,6.54
yesterday today and tomorrow ieri oggi domani,1963,['Comedy'],,4.0,,81.0,2,,8.0,,8.1,2,8.05,8.05
advise and consent,1962,['Drama'],,5.0,,89.0,2,,10.0,,8.9,2,9.45,9.45
birdman of alcatraz,1962,['Drama'],,4.0,,84.0,2,,8.0,,8.4,2,8.2,8.2
boccaccio 70,1962,"['Comedy', 'Fantasy', 'Romance']",,4.0,,78.0,2,,8.0,,7.8,2,7.9,7.9
cape fear,1962,"['Crime', 'Drama', 'Thriller']",,3.96,,86.0,2,,7.92,,8.6,2,8.26,8.26
carnival of souls,1962,"['Horror', 'Thriller']",,3.88,,73.0,2,,7.76,,7.3,2,7.529999999999999,7.529999999999999
days of wine and roses,1962,['Drama'],,4.0,,88.0,2,,8.0,,8.8,2,8.4,8.4
gypsy,1962,['Musical'],,0.5,,74.0,2,,1.0,,7.4,2,4.2,4.2
hatari,1962,"['Adventure', 'Comedy']",,3.0,,77.0,2,,6.0,,7.7,2,6.85,6.85
lawrence of arabia,1962,"['Adventure', 'Drama', 'War']",,4.3,,93.0,2,,8.6,,9.3,2,8.95,8.95
lolita,1962,"['Drama', 'Romance']",,3.5,,84.0,2,,7.0,,8.4,2,7.7,7.7
lonely are the brave,1962,"['Drama', 'Western']",,4.0,,85.0,2,,8.0,,8.5,2,8.25,8.25
long days journey into night,1962,['Drama'],,3.5,,86.0,2,,7.0,,8.6,2,7.8,7.8
longest day the,1962,"['Action', 'Drama', 'War']",,4.0,,90.0,2,,8.0,,9.0,2,8.5,8.5
man who shot liberty valance the,1962,"['Crime', 'Drama', 'Western']",,4.4,,92.0,2,,8.8,,9.2,2,9.0,9.0
miracle worker the,1962,['Drama'],,3.67,,88.0,2,,7.34,,8.8,2,8.07,8.07
mondo cane,1962,['Documentary'],,2.0,,52.0,2,,4.0,,5.2,2,4.6,4.6
music man the,1962,"['Children', 'Comedy', 'Musical', 'Romance']",,3.9,,85.0,2,,7.8,,8.5,2,8.15,8.15
requiem for a heavyweight,1962,['Drama'],,4.0,,89.0,2,,8.0,,8.9,2,8.45,8.45
sanjuro tsubaki sanjuro,1962,"['Action', 'Adventure', 'Drama']",,4.25,,95.0,2,,8.5,,9.5,2,9.0,9.0
sweet bird of youth,1962,['Drama'],,3.0,,72.0,2,,6.0,,7.2,2,6.6,6.6
that touch of mink,1962,"['Comedy', 'Romance']",,3.75,,70.0,2,,7.5,,7.0,2,7.25,7.25
101 dalmatians,1961,"['Animation', 'Classics', 'Comedy', 'Kids & Family', 'Mystery & Suspense']",,,83.0,76.0,2,,,8.3,7.6,2,7.95,7.95
absentminded professor the,1961,"['Children', 'Comedy', 'Fantasy']",,3.39,,62.0,2,,6.78,,6.2,2,6.49,6.49
babes in toyland,1961,"['Children', 'Fantasy', 'Musical']",,3.1,,59.0,2,,6.2,,5.9,2,6.050000000000001,6.050000000000001
breakfast at tiffanys,1961,"['Drama', 'Romance']",,3.85,,91.0,2,,7.7,,9.1,2,8.4,8.4
childrens hour the,1961,['Drama'],,3.5,,84.0,2,,7.0,,8.4,2,7.7,7.7
girls,1961,"['Comedy', 'Romance']",,2.0,,50.0,2,,4.0,,5.0,2,4.5,4.5
guns of navarone the,1961,"['Action', 'Adventure', 'Drama', 'War']",,3.77,,86.0,2,,7.54,,8.6,2,8.07,8.07
judgment at nuremberg,1961,['Drama'],,3.6,60.0,,2,,7.2,6.0,,2,6.6,6.6
king of kings,1961,['Drama'],,3.0,,77.0,2,,6.0,,7.7,2,6.85,6.85
lover come back,1961,"['Comedy', 'Romance']",,3.0,,77.0,2,,6.0,,7.7,2,6.85,6.85
misfits the,1961,"['Comedy', 'Drama', 'Romance', 'Western']",,3.25,,78.0,2,,6.5,,7.8,2,7.15,7.15
oneeyed jacks,1961,['Western'],,3.0,,72.0,2,,6.0,,7.2,2,6.6,6.6
parent trap the,1961,"['Children', 'Comedy', 'Romance']",,3.21,,75.0,2,,6.42,,7.5,2,6.96,6.96
pit and the pendulum,1961,['Horror'],,3.33,,74.0,2,,6.66,,7.4,2,7.03,7.03
pocketful of miracles,1961,"['Comedy', 'Drama']",,3.5,,72.0,2,,7.0,,7.2,2,7.1,7.1
splendor in the grass,1961,"['Drama', 'Romance']",,4.25,,90.0,2,,8.5,,9.0,2,8.75,8.75
viridiana,1961,"['Comedy', 'Drama']",,4.0,,90.0,2,,8.0,,9.0,2,8.5,8.5
voyage to the bottom of the sea,1961,"['Adventure', 'Sci-Fi']",,3.0,,40.0,2,,6.0,,4.0,2,5.0,5.0
yojimbo,1961,"['Action', 'Adventure']",,4.23,,96.0,2,,8.46,,9.6,2,9.030000000000001,9.030000000000001
13 ghosts,1960,['Horror'],,3.12,,41.0,2,,6.24,,4.1,2,5.17,5.17
alamo the,1960,"['Action', 'Drama', 'War', 'Western']",,3.38,,63.0,2,,6.76,,6.3,2,6.529999999999999,6.529999999999999
amazing transparent man the,1960,['Sci-Fi'],,3.5,,16.0,2,,7.0,,1.6,2,4.3,4.3
butterfield 8,1960,['Drama'],,3.0,,57.0,2,,6.0,,5.7,2,5.85,5.85
exodus,1960,"['Drama', 'Romance', 'War']",,3.5,,69.0,2,,7.0,,6.9,2,6.95,6.95
fall of the house of usher the house of usher,1960,['Horror'],,3.0,,74.0,2,,6.0,,7.4,2,6.7,6.7
from the terrace,1960,['Drama'],,3.0,,58.0,2,,6.0,,5.8,2,5.9,5.9
grass is greener the,1960,"['Comedy', 'Romance']",,3.25,,64.0,2,,6.5,,6.4,2,6.45,6.45
inherit the wind,1960,['Drama'],,4.08,,91.0,2,,8.16,,9.1,2,8.629999999999999,8.629999999999999
little shop of horrors the,1960,"['Comedy', 'Horror']",,3.0,,55.0,2,,6.0,,5.5,2,5.75,5.75
peeping tom,1960,"['Drama', 'Horror', 'Thriller']",,3.0,,85.0,2,,6.0,,8.5,2,7.25,7.25
please dont eat the daisies,1960,"['Children', 'Comedy', 'Musical']",,3.5,,60.0,2,,7.0,,6.0,2,6.5,6.5
pollyanna,1960,"['Children', 'Comedy', 'Drama']",,2.9,,79.0,2,,5.8,,7.9,2,6.85,6.85
rocco and his brothers rocco e i suoi fratelli,1960,"['Crime', 'Drama']",,3.5,,94.0,2,,7.0,,9.4,2,8.2,8.2
swiss family robinson,1960,"['Adventure', 'Children']",,3.5,,78.0,2,,7.0,,7.8,2,7.4,7.4
time machine the,1960,"['Action', 'Adventure', 'Sci-Fi']",,3.62,,79.0,2,,7.24,,7.9,2,7.57,7.57
unforgiven the,1960,"['Drama', 'Western']",,3.83,,59.0,2,,7.66,,5.9,2,6.78,6.78
angry red planet the,1959,['Sci-Fi'],,4.5,,29.0,2,,9.0,,2.9,2,5.95,5.95
benhur,1959,"['Action', 'Adventure', 'Drama']",,3.94,,89.0,2,,7.88,,8.9,2,8.39,8.39
black orpheus orfeu negro,1959,"['Drama', 'Romance']",,4.0,,86.0,2,,8.0,,8.6,2,8.3,8.3
darby ogill and the little people,1959,"['Adventure', 'Children', 'Fantasy']",,2.75,,77.0,2,,5.5,,7.7,2,6.6,6.6
diary of anne frank,1959,"['Drama', 'War']",,4.0,,77.0,2,,8.0,,7.7,2,7.85,7.85
gidget,1959,['Comedy'],,3.5,,86.0,2,,7.0,,8.6,2,7.8,7.8
hiroshima mon amour,1959,"['Drama', 'Romance', 'War']",,4.0,,89.0,2,,8.0,,8.9,2,8.45,8.45
horse soldiers the,1959,"['Adventure', 'War', 'Western']",,4.0,,75.0,2,,8.0,,7.5,2,7.75,7.75
imitation of life,1959,"['Drama', 'Romance']",,3.5,,91.0,2,,7.0,,9.1,2,8.05,8.05
journey to the center of the earth,1959,"['Adventure', 'Children', 'Sci-Fi']",,2.75,,69.0,2,,5.5,,6.9,2,6.2,6.2
killer shrews the,1959,"['Horror', 'Sci-Fi']",,0.5,,24.0,2,,1.0,,2.4,2,1.7,1.7
mouse that roared the,1959,"['Comedy', 'War']",,3.0,,73.0,2,,6.0,,7.3,2,6.65,6.65
mummy the,1959,['Horror'],,3.33,,64.0,2,,6.66,,6.4,2,6.53,6.53
on the beach,1959,['Drama'],,4.5,,69.0,2,,9.0,,6.9,2,7.95,7.95
operation petticoat,1959,"['Action', 'Comedy', 'Romance', 'War']",,3.0,,81.0,2,,6.0,,8.1,2,7.05,7.05
pickpocket,1959,"['Crime', 'Drama']",,2.75,,85.0,2,,5.5,,8.5,2,7.0,7.0
pillow talk,1959,"['Comedy', 'Musical', 'Romance']",,3.83,,87.0,2,,7.66,,8.7,2,8.18,8.18
plan 9 from outer space,1959,"['Horror', 'Sci-Fi']",,3.19,,46.0,2,,6.38,,4.6,2,5.49,5.49
rio bravo,1959,['Western'],,3.67,,91.0,2,,7.34,,9.1,2,8.219999999999999,8.219999999999999
shaggy dog the,1959,"['Children', 'Comedy']",,2.9,,48.0,2,,5.8,,4.8,2,5.3,5.3
suddenly last summer,1959,['Drama'],,3.5,,83.0,2,,7.0,,8.3,2,7.65,7.65
7th voyage of sinbad the,1958,"['Action', 'Adventure', 'Fantasy']",,4.4,,76.0,2,,8.8,,7.6,2,8.2,8.2
attack of the 50 foot woman,1958,"['Comedy', 'Sci-Fi']",,4.5,,20.0,2,,9.0,,2.0,2,5.5,5.5
auntie mame,1958,"['Comedy', 'Drama']",,3.7,,93.0,2,,7.4,,9.3,2,8.350000000000001,8.350000000000001
big country the,1958,"['Romance', 'Western']",,3.25,,90.0,2,,6.5,,9.0,2,7.75,7.75
blob the,1958,"['Horror', 'Sci-Fi']",,3.0,,52.0,2,,6.0,,5.2,2,5.6,5.6
cat on a hot tin roof,1958,['Drama'],,4.1,,92.0,2,,8.2,,9.2,2,8.7,8.7
damn yankees,1958,"['Comedy', 'Musical']",,3.5,,69.0,2,,7.0,,6.9,2,6.95,6.95
defiant ones the,1958,"['Adventure', 'Crime', 'Drama', 'Thriller']",,3.5,,87.0,2,,7.0,,8.7,2,7.85,7.85
fly the,1958,"['Horror', 'Mystery', 'Sci-Fi']",,3.38,,70.0,2,,6.76,,7.0,2,6.88,6.88
gigi,1958,['Musical'],,3.25,,74.0,2,,6.5,,7.4,2,6.95,6.95
horror of dracula dracula,1958,['Horror'],,3.0,,80.0,2,,6.0,,8.0,2,7.0,7.0
houseboat,1958,"['Comedy', 'Romance']",,2.0,,72.0,2,,4.0,,7.2,2,5.6,5.6
i want to live,1958,"['Crime', 'Drama']",,3.0,,83.0,2,,6.0,,8.3,2,7.15,7.15
indiscreet,1958,"['Comedy', 'Romance']",,3.5,,69.0,2,,7.0,,6.9,2,6.95,6.95
long hot summer the,1958,['Drama'],,4.0,,82.0,2,,8.0,,8.2,2,8.1,8.1
old man and the sea the,1958,"['Adventure', 'Drama']",,3.5,,67.0,2,,7.0,,6.7,2,6.85,6.85
run silent run deep,1958,['War'],,3.6,,79.0,2,,7.2,,7.9,2,7.550000000000001,7.550000000000001
south pacific,1958,"['Musical', 'Romance', 'War']",,3.78,,69.0,2,,7.56,,6.9,2,7.23,7.23
teachers pet,1958,"['Comedy', 'Romance']",,4.0,,71.0,2,,8.0,,7.1,2,7.55,7.55
vertigo,1958,"['Drama', 'Mystery', 'Romance', 'Thriller']",,4.03,,93.0,2,,8.06,,9.3,2,8.68,8.68
12 angry men,1957,['Drama'],,4.15,96.0,,2,,8.3,9.6,,2,8.95,8.95
20 million miles to earth,1957,['Sci-Fi'],,5.0,,55.0,2,,10.0,,5.5,2,7.75,7.75
310 to yuma,1957,"['Action', 'Adventure', 'Drama', 'Thriller', 'Western']",,4.0,,79.0,2,,8.0,,7.9,2,7.95,7.95
curse of frankenstein the,1957,['Horror'],,3.0,,77.0,2,,6.0,,7.7,2,6.85,6.85
designing woman,1957,['Comedy'],,3.5,,69.0,2,,7.0,,6.9,2,6.95,6.95
desk set,1957,"['Comedy', 'Romance']",,3.75,,83.0,2,,7.5,,8.3,2,7.9,7.9
funny face,1957,"['Comedy', 'Musical']",,3.0,,81.0,2,,6.0,,8.1,2,7.05,7.05
incredible shrinking man the,1957,"['Sci-Fi', 'Thriller']",,3.0,,82.0,2,,6.0,,8.2,2,7.1,7.1
love in the afternoon,1957,"['Comedy', 'Romance']",,3.5,,79.0,2,,7.0,,7.9,2,7.45,7.45
old yeller,1957,"['Children', 'Drama']",,3.44,,79.0,2,,6.88,,7.9,2,7.390000000000001,7.390000000000001
pajama game the,1957,"['Comedy', 'Musical', 'Romance']",,3.67,,64.0,2,,7.34,,6.4,2,6.87,6.87
paths of glory,1957,"['Drama', 'War']",,4.54,,95.0,2,,9.08,,9.5,2,9.29,9.29
peyton place,1957,"['Drama', 'Romance']",,3.5,,72.0,2,,7.0,,7.2,2,7.1,7.1
silk stockings,1957,['Musical'],,3.5,,68.0,2,,7.0,,6.8,2,6.9,6.9
sweet smell of success,1957,"['Drama', 'Film-Noir']",,4.12,,92.0,2,,8.24,,9.2,2,8.719999999999999,8.719999999999999
three faces of eve the,1957,['Drama'],,4.0,,77.0,2,,8.0,,7.7,2,7.85,7.85
witness for the prosecution,1957,"['Drama', 'Mystery', 'Thriller']",,4.39,,95.0,2,,8.78,,9.5,2,9.14,9.14
anastasia,1956,['Drama'],,3.5,,78.0,2,,7.0,,7.8,2,7.4,7.4
around the world in 80 days,1956,"['Adventure', 'Comedy']",,3.62,,57.0,2,,7.24,,5.7,2,6.470000000000001,6.470000000000001
bad seed the,1956,"['Drama', 'Thriller']",,4.0,,83.0,2,,8.0,,8.3,2,8.15,8.15
court jester the,1956,"['Adventure', 'Comedy', 'Musical']",,3.5,,94.0,2,,7.0,,9.4,2,8.2,8.2
earth vs the flying saucers,1956,['Sci-Fi'],,1.0,,54.0,2,,2.0,,5.4,2,3.7,3.7
forbidden planet,1956,"['Drama', 'Sci-Fi']",,3.81,,85.0,2,,7.62,,8.5,2,8.06,8.06
friendly persuasion,1956,['Drama'],,4.0,,81.0,2,,8.0,,8.1,2,8.05,8.05
giant,1956,"['Drama', 'Romance', 'Western']",,3.92,,87.0,2,,7.84,,8.7,2,8.27,8.27
harder they fall the,1956,"['Drama', 'Film-Noir']",,4.0,,80.0,2,,8.0,,8.0,2,8.0,8.0
high society,1956,"['Comedy', 'Musical', 'Romance']",,3.0,,83.0,2,,6.0,,8.3,2,7.15,7.15
invasion of the body snatchers,1956,"['Horror', 'Sci-Fi', 'Thriller']",,3.77,,85.0,2,,7.54,,8.5,2,8.02,8.02
killing the,1956,"['Crime', 'Film-Noir']",,4.06,,92.0,2,,8.12,,9.2,2,8.66,8.66
king and i the,1956,"['Drama', 'Musical', 'Romance']",,4.17,,83.0,2,,8.34,,8.3,2,8.32,8.32
love me tender,1956,"['Musical', 'Western']",,3.5,,65.0,2,,7.0,,6.5,2,6.75,6.75
lust for life,1956,['Drama'],,2.5,,81.0,2,,5.0,,8.1,2,6.55,6.55
moby dick,1956,['Drama'],,4.5,,73.0,2,,9.0,,7.3,2,8.15,8.15
searchers the,1956,"['Drama', 'Western']",,4.07,,88.0,2,,8.14,,8.8,2,8.47,8.47
ten commandments the,1956,"['Adventure', 'Drama']",,3.75,,87.0,2,,7.5,,8.7,2,8.1,8.1
war and peace,1956,"['Drama', 'Romance', 'War']",,3.5,,63.0,2,,7.0,,6.3,2,6.65,6.65
