norm_title,year_cluster,rating_imdb,rating_metacritic,rating_movielens,rating_rt_audience,title,year,release_date,genres,ID_IMDB,ID_METACRITIC,ID_MOVIELENS
vice,0,,17.0,1.0,4.0,vice,2015,,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",,8990.0,8733.0
vice,1,7.2,61.0,,65.0,vice,2018,,"['Biography', 'Comedy', 'Drama']",3210.0,7354.0,
vice squad,0,,,,60.0,vice squad,1982,,"['Action & Adventure', 'Mystery & Suspense']",,,
vice versa,0,,,,43.0,vice versa,1988,,"['Comedy', 'Kids & Family', 'Science Fiction & Fantasy']",,,
viceroy s house,0,,53.0,,72.0,viceroy s house,2017,,"['Biography', 'Drama', 'History']",,8103.0,
vicky cristina barcelona,0,7.1,70.0,3.1,81.0,vicky cristina barcelona,2008,,"['Comedy', 'Drama', 'Romance']",1758.0,8949.0,6798.0
victim,0,,,,100.0,victim,1961,,"['Art House & International', 'Classics', 'Drama']",,,
victim,1,,,,33.0,victim,2016,,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",,,
victor crowley,0,,,,67.0,victor crowley,2018,,"['Comedy', 'Horror']",,,
victor frankenstein,0,5.9,36.0,3.2,26.0,victor frankenstein,2015,,"['Drama', 'Horror', 'Sci-Fi']",2686.0,3550.0,9015.0
victor victoria,0,,,3.5,97.0,victor victoria,1982,,"['Comedy', 'Musical', 'Romance']",,,821.0
victoria,0,,77.0,3.9,82.0,victoria,2015,,"['Drama', 'Thriller', 'Crime']",,8979.0,8748.0
victoria abdul,0,,,,65.0,victoria abdul,2017,,['Drama'],,,
victoria and abdul,0,,58.0,,,victoria and abdul,2017,,"['Biography', 'Drama', 'History']",,8628.0,
victory,0,,,4.8,63.0,victory,1981,,"['Action', 'Drama', 'War']",,,4116.0
vida sin rumbo,0,,,,80.0,vida sin rumbo,1983,,"['Action & Adventure', 'Art House & International', 'Drama']",,,
vidal sassoon the movie,0,,,,60.0,vidal sassoon the movie,2011,,"['Documentary', 'Special Interest']",,,
video games the movie,0,,40.0,,18.0,video games the movie,2014,,"['Action', 'Sci-Fi', 'History', 'Animation', 'Documentary']",,2420.0,
videocracy,0,,,,67.0,videocracy,2009,,"['Documentary', 'Special Interest', 'Television']",,,
videodrome,0,7.2,,3.7,80.0,videodrome,1983,,"['Horror', 'Sci-Fi', 'Thriller']",158.0,,4553.0
vie en rose la,0,,,3.2,,vie en rose la,2007,,"['Drama', 'Musical']",,,6447.0
viena and the fantomes,0,,,,20.0,viena and the fantomes,2020,,['Drama'],,,
view from the top,0,,27.0,2.4,14.0,view from the top,2003,,"['Comedy', 'Romance']",,3809.0,4278.0
view to a kill,0,,,3.2,,view to a kill,1985,,"['Action', 'Adventure', 'Thriller']",,,1778.0
vigilante,0,,,,20.0,vigilante,1983,,"['Action & Adventure', 'Drama']",,,
vigilante diaries,0,,,1.0,14.0,vigilante diaries,2016,,['Action'],,,9337.0
viking destiny,0,,,,13.0,viking destiny,2018,,"['Action & Adventure', 'Science Fiction & Fantasy']",,,
vikingdom,0,,,,43.0,vikingdom,2013,,['Action & Adventure'],,,
vikings journey to new worlds,0,,,,100.0,vikings journey to new worlds,2004,,['Documentary'],,,
viktor,0,,,,0.0,viktor,2016,,"['Action & Adventure', 'Mystery & Suspense']",,,
village,0,,,3.2,,village,2004,,"['Drama', 'Mystery', 'Thriller']",,,5291.0
village of the damned,0,,,3.1,,village of the damned,1960,,"['Horror', 'Sci-Fi', 'Thriller']",,,1925.0
village of the damned,1,,41.0,2.8,29.0,village of the damned,1995,,"['Sci-Fi', 'Thriller', 'Horror']",,2460.0,291.0
village of the damned,2,,,,92.0,village of the damned,2009,,"['Horror', 'Mystery & Suspense', 'Science Fiction & Fantasy']",,,
villain,0,,,5.0,64.0,villain,1971,,"['Crime', 'Drama', 'Thriller']",,,8944.0
villain,1,,,,71.0,villain,2020,,"['Action & Adventure', 'Drama']",,,
villains,0,,63.0,,,villains,2019,,"['Drama', 'Thriller', 'Horror', 'Comedy', 'Crime']",,2650.0,
vince vaughn s wild west comedy show 30 days nights hollywood to the heartland,0,,,,59.0,vince vaughn s wild west comedy show 30 days nights hollywood to the heartland,2008,,"['Comedy', 'Documentary']",,,
vincent n roxxy,0,,,,41.0,vincent n roxxy,2017,,['Drama'],,,
vincent theo,0,,,,88.0,vincent theo,1990,,['Drama'],,,
vincent wants to sea,0,,39.0,3.0,,vincent wants to sea,2010,,['Drama'],,384.0,7457.0
vincere,0,,85.0,,92.0,vincere,2010,,"['Biography', 'Drama', 'History']",,3901.0,
vinyan,0,,,,53.0,vinyan,2008,,"['Art House & International', 'Drama', 'Horror', 'Mystery & Suspense']",,,
viola,0,,,,92.0,viola,2013,,"['Art House & International', 'Drama']",,,
violent cop,0,,,,83.0,violent cop,1989,,"['Action & Adventure', 'Art House & International', 'Drama', 'Mystery & Suspense']",,,
violent night,0,6.7,,,,violent night,2022,,"['Action', 'Comedy', 'Thriller']",2161.0,,
violet,0,,,,84.0,violet,2017,,['Drama'],,,
violet daisy,0,,,3.0,,violet daisy,2011,,"['Action', 'Drama']",,,7746.0
violet daisy,1,,43.0,,22.0,violet daisy,2013,,"['Action', 'Drama', 'Thriller', 'Comedy', 'Crime']",,1988.0,
violet tendencies,0,,,,63.0,violet tendencies,2010,,['Comedy'],,,
violeta went to heaven,0,,,,73.0,violeta went to heaven,2013,,"['Art House & International', 'Drama']",,,
violets are blue,0,,,3.0,,violets are blue,1986,,"['Drama', 'Romance']",,,1815.0
violette,0,,72.0,,86.0,violette,2014,,"['Biography', 'Drama']",,43.0,
viper club,0,,57.0,,,viper club,2018,,['Drama'],,130.0,
vir das abroad understanding,0,,,3.5,,vir das abroad understanding,2017,,['Comedy'],,,9538.0
viral,0,,,,50.0,viral,2016,,['Horror'],,,
virgin,0,,48.0,,,virgin,2004,,['Drama'],,166.0,
virgin spring,0,,,3.8,,virgin spring,1960,,"['Crime', 'Drama']",,,5017.0
virgin suicides,0,,,3.8,,virgin suicides,1999,,"['Drama', 'Romance']",,,2655.0
viridiana,0,,,4.0,96.0,viridiana,1961,,"['Comedy', 'Drama']",,,5130.0
virtual jfk vietnam if kennedy had lived,0,,,,77.0,virtual jfk vietnam if kennedy had lived,2008,,['Documentary'],,,
virtuosity,0,,39.0,2.8,32.0,virtuosity,1995,,"['Action', 'Sci-Fi', 'Thriller']",,1942.0,297.0
virunga,0,,,4.0,,virunga,2014,,"['Documentary', 'War']",,,8568.0
virus,0,,19.0,2.7,12.0,virus,1999,,"['Action', 'Sci-Fi', 'Thriller', 'Horror']",,5683.0,1841.0
vision from the life of hildegard von bingen,0,,,,82.0,vision from the life of hildegard von bingen,2010,,"['Art House & International', 'Documentary', 'Drama', 'Special Interest', 'Faith & Spirituality', 'Sports & Fitness']",,,
vision quest,0,,,,57.0,vision quest,1985,,"['Drama', 'Romance']",,,
visioneers,0,,,,70.0,visioneers,2008,,"['Comedy', 'Drama']",,,
visions of 8 the olympics motion picture achievement,0,,,,50.0,visions of 8 the olympics motion picture achievement,2017,,"['Documentary', 'Sports & Fitness']",,,
visions of light the art cinematography,0,,,3.0,,visions of light the art cinematography,1992,,['Documentary'],,,5567.0
visit,0,,,2.0,,visit,2000,,['Drama'],,,3162.0
visit,1,,,3.5,,visit,2015,,"['Comedy', 'Horror']",,,9001.0
visitor,0,,,4.5,,visitor,2007,,"['Drama', 'Romance']",,,6712.0
visitor q,0,,,3.3,,visitor q,2001,,"['Comedy', 'Drama', 'Horror']",,,4114.0
visitors,0,,,4.1,,visitors,1993,,"['Comedy', 'Fantasy', 'Sci-Fi']",,,584.0
visitors,1,,62.0,,69.0,visitors,2014,,['Documentary'],,9091.0,
visual acoustics the modernism of julius shulman,0,,,,94.0,visual acoustics the modernism of julius shulman,2009,,"['Documentary', 'Musical & Performing Arts', 'Special Interest']",,,
vita virginia,0,,43.0,,42.0,vita virginia,2019,,"['Biography', 'Drama', 'Romance']",,8499.0,
vital,0,,,,88.0,vital,2005,,"['Art House & International', 'Drama', 'Science Fiction & Fantasy']",,,
vitelloni i,0,,,3.5,,vitelloni i,1953,,['Drama'],,,5316.0
vito,0,,,,100.0,vito,2017,,"['Documentary', 'Special Interest']",,,
vitus,0,,63.0,,66.0,vitus,2007,,"['Drama', 'Music']",,2804.0,
viva,0,,,,62.0,viva,2007,,"['Art House & International', 'Comedy', 'Drama', 'Musical & Performing Arts']",,,
viva,1,,69.0,,,viva,2016,,['Drama'],,6181.0,
viva knievel,0,,,,17.0,viva knievel,1977,,"['Action & Adventure', 'Drama']",,,
viva las vegas,0,,,,86.0,viva las vegas,1964,,"['Classics', 'Musical & Performing Arts', 'Romance']",,,
viva riva,0,,,,86.0,viva riva,2011,,"['Art House & International', 'Drama']",,,
viva zapata,0,,,,65.0,viva zapata,1952,,"['Classics', 'Drama', 'Western']",,,
vivan las antipodas,0,,,,100.0,vivan las antipodas,2013,,"['Documentary', 'Special Interest']",,,
vivarium,0,5.9,,,72.0,vivarium,2019,,"['Horror', 'Mystery', 'Sci-Fi']",3310.0,,
vive l amour,0,,,,83.0,vive l amour,1994,,"['Art House & International', 'Drama']",,,
voice from the stone,0,,42.0,,38.0,voice from the stone,2017,,"['Drama', 'Mystery', 'Thriller']",,3912.0,
voices from the list,0,,,4.3,,voices from the list,2004,,['Documentary'],,,7578.0
voices of a distant star,0,,,4.5,,voices of a distant star,2003,,"['Animation', 'Drama', 'Romance', 'Sci-Fi']",,,6084.0
voices of iraq,0,,,,60.0,voices of iraq,2004,,"['Documentary', 'Special Interest']",,,
volcano,0,5.5,55.0,2.1,50.0,volcano,1997,,"['Action', 'Drama', 'Sci-Fi']",733.0,7462.0,1152.0
volcano high,0,,,3.0,,volcano high,2001,,"['Action', 'Comedy']",,,4250.0
volcanoes of the deep sea,0,,,,78.0,volcanoes of the deep sea,2003,,"['Documentary', 'Special Interest']",,,
volga,0,,,3.5,,volga,1938,,"['Comedy', 'Musical']",,,8549.0
volunteers,0,,,2.8,58.0,volunteers,1985,,['Comedy'],,,2523.0
volver,0,,84.0,3.8,91.0,volver,2006,,"['Drama', 'Mystery', 'Comedy', 'Crime']",,8554.0,6155.0
von richthofen and brown,0,,,,50.0,von richthofen and brown,1971,,"['Action & Adventure', 'Drama']",,,
von ryan s express,0,,,3.8,89.0,von ryan s express,1965,,"['Action', 'Adventure', 'Drama', 'War']",,,3209.0
voodoo,0,,,,30.0,voodoo,2017,,['Horror'],,,
vovka in the kingdom of far away,0,,,5.0,,vovka in the kingdom of far away,1965,,"['Adventure', 'Animation', 'Children', 'Fantasy']",,,9527.0
vow,0,,,2.7,,vow,2012,,"['Drama', 'Romance']",,,7797.0
vox lux,0,,67.0,,61.0,vox lux,2018,,"['Drama', 'Music', 'Musical']",,7068.0,
voyage of the damned,0,,,,83.0,voyage of the damned,1976,,"['Art House & International', 'Drama']",,,
voyage to the bottom of sea,0,,,3.0,76.0,voyage to the bottom of sea,1961,,"['Adventure', 'Sci-Fi']",,,2924.0
voyeur,0,,59.0,,79.0,voyeur,2017,,['Documentary'],,5850.0,
vulgar,0,,,,23.0,vulgar,2002,,"['Comedy', 'Drama', 'Horror', 'Mystery & Suspense']",,,
w,0,,56.0,2.5,58.0,w,2008,,"['Biography', 'Drama']",,7048.0,6850.0
w e,0,,37.0,,12.0,w e,2011,,"['Drama', 'Romance']",,1620.0,
wackness,0,,,4.0,,wackness,2008,,"['Comedy', 'Drama', 'Romance']",,,6765.0
waco the rules of engagement,0,,,3.5,88.0,waco the rules of engagement,1997,,['Documentary'],,,4500.0
wadd the life times of john c holmes,0,,64.0,,,wadd the life times of john c holmes,2001,,"['Biography', 'Documentary']",,3433.0,
wadjda,0,,81.0,2.5,99.0,wadjda,2012,,['Drama'],,5383.0,8100.0
wag the dog,0,7.1,73.0,3.3,85.0,wag the dog,1997,,"['Comedy', 'Drama']",785.0,8652.0,1304.0
wages of fear,0,,,3.3,,wages of fear,1953,,"['Action', 'Adventure', 'Drama', 'Thriller']",,,4980.0
waging a living,0,,70.0,,,waging a living,2005,,['Documentary'],,5205.0,
wagon master,0,,,,100.0,wagon master,1950,,['Western'],,,
wagons east,0,,,2.0,0.0,wagons east,1994,,"['Comedy', 'Western']",,,3879.0
wah,0,,61.0,,54.0,wah,2006,,['Drama'],,6497.0,
wah do dem,0,,,,72.0,wah do dem,2010,,"['Action & Adventure', 'Comedy', 'Drama']",,,
waist deep,0,,37.0,,28.0,waist deep,2006,,"['Action', 'Drama', 'Thriller', 'Crime']",,963.0,
wait for your laugh,0,,70.0,,,wait for your laugh,2017,,"['Comedy', 'Documentary']",,267.0,
wait until dark,0,,,3.4,96.0,wait until dark,1967,,"['Drama', 'Thriller']",,,4485.0
waiting,0,,30.0,3.3,30.0,waiting,2005,,['Comedy'],,1370.0,5980.0
waiting for anya,0,,,,36.0,waiting for anya,2020,,['Drama'],,,
waiting for armageddon,0,,,,80.0,waiting for armageddon,2010,,"['Documentary', 'Special Interest', 'Faith & Spirituality']",,,
waiting for dublin,0,,,,7.0,waiting for dublin,2007,,"['Art House & International', 'Comedy', 'Romance']",,,
waiting for forever,0,,26.0,,5.0,waiting for forever,2011,,"['Drama', 'Romance']",,923.0,
waiting for guffman,0,,71.0,3.9,91.0,waiting for guffman,1996,,['Comedy'],,8799.0,1113.0
waiting for lightning,0,,45.0,,43.0,waiting for lightning,2012,,['Documentary'],,8040.0,
waiting for superman,0,,81.0,4.0,90.0,waiting for superman,2010,,['Documentary'],,6024.0,7428.0
waiting for the barbarians,0,,,,54.0,waiting for the barbarians,2020,,['Drama'],,,
waiting to exhale,0,,,2.4,56.0,waiting to exhale,1995,,"['Comedy', 'Drama', 'Romance']",,,4.0
waitress,0,,75.0,3.8,89.0,waitress,2007,,"['Drama', 'Comedy', 'Romance']",,7393.0,6377.0
wake in fright,0,,,,96.0,wake in fright,2012,,"['Drama', 'Mystery & Suspense']",,,
wake up ron burgundy,0,,,3.5,,wake up ron burgundy,2004,,['Comedy'],,,6392.0
wake wood,0,,,,80.0,wake wood,2016,,"['Drama', 'Horror', 'Mystery & Suspense']",,,
wakefield,0,,62.0,,72.0,wakefield,2017,,['Drama'],,7928.0,
waking life,0,,82.0,3.7,81.0,waking life,2001,,"['Drama', 'Mystery', 'Fantasy', 'Animation']",,8201.0,3554.0
waking ned devine,0,,71.0,3.7,84.0,waking ned devine,1998,,['Comedy'],,7582.0,1761.0
waking sleeping beauty,0,,70.0,,71.0,waking sleeping beauty,2010,,['Documentary'],,7235.0,
waking the dead,0,,59.0,,51.0,waking the dead,2000,,"['Drama', 'Mystery', 'Thriller', 'Romance']",,4184.0,
waking up in reno,0,,28.0,,13.0,waking up in reno,2002,,"['Comedy', 'Romance']",,584.0,
wal mart the high cost of low price,0,,71.0,4.5,90.0,wal mart the high cost of low price,2005,,['Documentary'],,3875.0,6067.0
waldo on weed,0,,,,100.0,waldo on weed,2020,,['Documentary'],,,
walk among the tombstones a,0,,,3.0,,walk among the tombstones a,2014,,"['Action', 'Crime', 'Mystery', 'Thriller']",,,8498.0
walk away renee,0,,,,44.0,walk away renee,2012,,"['Documentary', 'Drama', 'Special Interest']",,,
walk don t run,0,,,2.0,83.0,walk don t run,1966,,"['Comedy', 'Romance']",,,4369.0
walk hard the dewey cox story,0,6.8,63.0,3.3,74.0,walk hard the dewey cox story,2007,,"['Comedy', 'Music']",1854.0,7034.0,6635.0
walk in the clouds a,0,,,3.4,,walk in the clouds a,1995,,"['Drama', 'Romance']",,,176.0
walk of shame,0,,25.0,2.5,12.0,walk of shame,2014,,['Comedy'],,2245.0,8410.0
walk on the moon a,0,,,3.2,,walk on the moon a,1999,,"['Drama', 'Romance']",,,1938.0
walk on water,0,,65.0,,72.0,walk on water,2005,,"['Drama', 'Mystery', 'Thriller']",,5427.0,
walk the line,0,7.8,72.0,3.8,82.0,walk the line,2005,,"['Biography', 'Drama', 'Music']",1324.0,4933.0,6047.0
walk to remember a,0,,,3.5,,walk to remember a,2002,,"['Drama', 'Romance']",,,3674.0
walk with me,0,,,,81.0,walk with me,2017,,"['Art House & International', 'Documentary']",,,
walkabout,0,,,4.2,84.0,walkabout,1971,,"['Adventure', 'Drama']",,,1093.0
walker,0,,,2.5,,walker,1987,,"['Adventure', 'Drama', 'War', 'Western']",,,5831.0
walker,1,,,2.0,,walker,2007,,"['Drama', 'Mystery']",,,6800.0
walking and talking,0,,,4.0,88.0,walking and talking,1996,,"['Comedy', 'Drama', 'Romance']",,,632.0
walking dead,0,,,3.0,,walking dead,1995,,"['Drama', 'War']",,,295.0
walking on sunshine,0,,,,31.0,walking on sunshine,2015,,"['Art House & International', 'Musical & Performing Arts', 'Romance']",,,
walking out,0,,79.0,,90.0,walking out,2017,,"['Adventure', 'Drama', 'Mystery', 'Thriller']",,2600.0,
walking tall,0,,,,75.0,walking tall,1973,,"['Action & Adventure', 'Classics', 'Drama']",,,
walking tall,1,6.3,44.0,3.0,26.0,walking tall,2004,,"['Action', 'Crime']",1308.0,1545.0,4912.0
walking with dinosaurs,0,,37.0,,23.0,walking with dinosaurs,2013,,"['Action', 'Adventure', 'Animation', 'Family', 'Documentary']",,7855.0,
walking with monsters,0,,,4.0,,walking with monsters,2005,,['Documentary'],,,7865.0
walking with the enemy,0,,44.0,,45.0,walking with the enemy,2014,,"['Action', 'Drama', 'History', 'Romance', 'War']",,1907.0,
wall,0,,61.0,,68.0,wall,2004,,['Documentary'],,5524.0,
wall e,0,,95.0,,95.0,wall e,2008,,"['Adventure', 'Sci-Fi', 'Romance', 'Animation', 'Family']",,6586.0,
wall street,0,7.3,56.0,3.8,79.0,wall street,1987,,"['Crime', 'Drama']",279.0,1444.0,2989.0
wall street money never sleeps,0,6.2,59.0,3.2,55.0,wall street money never sleeps,2010,,['Drama'],1987.0,8574.0,7406.0
wallace and gromit in a matter of loaf death,0,,,3.7,,wallace and gromit in a matter of loaf death,2008,,"['Animation', 'Comedy']",,,6901.0
wallace gromit a close shave,0,,,3.9,,wallace gromit a close shave,1995,,"['Animation', 'Children', 'Comedy']",,,600.0
wallace gromit in the curse of were rabbit,0,,,3.6,,wallace gromit in the curse of were rabbit,2005,,"['Adventure', 'Animation', 'Children', 'Comedy']",,,5999.0
wallace gromit the best of aardman animation,0,,,4.1,,wallace gromit the best of aardman animation,1996,,"['Adventure', 'Animation', 'Comedy']",,,586.0
wallace gromit the curse of were rabbit,0,,87.0,,95.0,wallace gromit the curse of were rabbit,2005,,"['Adventure', 'Comedy', 'Animation', 'Family']",,6996.0,
wallace gromit the wrong trousers,0,,,4.0,,wallace gromit the wrong trousers,1993,,"['Animation', 'Children', 'Comedy', 'Crime']",,,868.0
walle,0,8.4,,4.1,,walle,2008,,"['Adventure', 'Animation', 'Family']",1899.0,,6756.0
walled in,0,,,3.5,,walled in,2009,,"['Horror', 'Thriller']",,,7663.0
walt before mickey,0,,,,17.0,walt before mickey,2015,,"['Drama', 'Kids & Family']",,,
walt el grupo,0,,,,59.0,walt el grupo,2008,,"['Documentary', 'Television']",,,
walter,0,,,,54.0,walter,2015,,"['Comedy', 'Drama']",,,
waltz with bashir,0,,91.0,3.0,96.0,waltz with bashir,2008,,"['Biography', 'Drama', 'War', 'Animation']",,5644.0,6810.0
wanda,0,,,,92.0,wanda,1971,,"['Art House & International', 'Drama']",,,
wanda sykes i ma be me,0,,,,86.0,wanda sykes i ma be me,2009,,['Comedy'],,,
wanderlust,0,,53.0,3.0,59.0,wanderlust,2012,,['Comedy'],,4659.0,7876.0
wanted,0,6.7,64.0,3.2,71.0,wanted,2008,,"['Action', 'Crime', 'Thriller']",1754.0,3264.0,6757.0
wanted dead or alive,0,,,,30.0,wanted dead or alive,1987,,['Action & Adventure'],,,
war,0,,,3.4,,war,1994,,"['Adventure', 'Drama', 'War']",,,299.0
war,1,6.2,36.0,,14.0,war,2007,,"['Action', 'Crime', 'Thriller']",1764.0,650.0,
war and peace,0,,,3.5,43.0,war and peace,1956,,"['Drama', 'Romance', 'War']",,,4148.0
war and peace,1,,,3.5,,war and peace,2016,,"['Drama', 'Romance']",,,9213.0
war child,0,,,,50.0,war child,2008,,"['Documentary', 'Musical & Performing Arts', 'Special Interest']",,,
war dance,0,,68.0,4.5,,war dance,2007,,"['War', 'Music', 'Documentary']",,8391.0,6684.0
war dogs,0,7.1,57.0,3.6,61.0,war dogs,2016,,"['Biography', 'Comedy', 'Crime']",2702.0,3772.0,9336.0
war for the planet of apes,0,7.4,82.0,2.9,94.0,war for the planet of apes,2017,,"['Action', 'Adventure', 'Drama']",2978.0,8119.0,9533.0
war horse,0,7.2,72.0,3.0,75.0,war horse,2011,,"['Action', 'Adventure', 'Drama']",2461.0,6985.0,7733.0
war inc,0,,37.0,,28.0,war inc,2008,,"['Action', 'Thriller', 'Comedy', 'War']",,840.0,
war machine,0,,56.0,4.0,48.0,war machine,2017,,"['Drama', 'Comedy', 'War']",,6711.0,9536.0
war made easy,0,,,,88.0,war made easy,2007,,"['Documentary', 'Special Interest']",,,
war of the arrows,0,,,,100.0,war of the arrows,2011,,['Action & Adventure'],,,
war of the buttons,0,,41.0,,,war of the buttons,2012,,"['Adventure', 'Family']",,8462.0,
war of the roses,0,,,3.6,,war of the roses,1989,,"['Comedy', 'Drama']",,,3432.0
war of the worlds,0,,,3.2,,war of the worlds,1953,,"['Action', 'Drama', 'Sci-Fi']",,,2001.0
war of the worlds,1,6.5,73.0,3.2,75.0,war of the worlds,2005,,"['Action', 'Adventure', 'Sci-Fi']",1501.0,8505.0,5916.0
war of the worlds goliath,0,,33.0,,17.0,war of the worlds goliath,2014,,"['Action', 'Adventure', 'Sci-Fi', 'Animation']",,3206.0,
war on everyone,0,,50.0,,61.0,war on everyone,2017,,"['Action', 'Comedy']",,5724.0,
war on whistleblowers free press and the national security state,0,,,,60.0,war on whistleblowers free press and the national security state,2013,,"['Documentary', 'Special Interest']",,,
war requiem,0,,,,100.0,war requiem,1990,,"['Art House & International', 'Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']",,,
war room,0,,,3.3,,war room,1993,,['Documentary'],,,488.0
war room,1,,26.0,0.5,34.0,war room,2015,,['Drama'],,1714.0,9023.0
war story,0,,,,57.0,war story,2014,,['Drama'],,,
war witch,0,,84.0,,94.0,war witch,2013,,"['Drama', 'War']",,5446.0,
war zone,0,,,3.2,,war zone,1999,,"['Drama', 'Thriller']",,,2373.0
warcraft,0,6.7,32.0,3.4,28.0,warcraft,2016,,"['Action', 'Adventure', 'Fantasy']",1809.0,614.0,8668.0
ward 13,0,,,3.5,,ward 13,2003,,"['Action', 'Animation', 'Comedy', 'Horror']",,,8518.0
wargames,0,7.1,77.0,3.3,93.0,wargames,1983,,"['Action', 'Drama', 'Sci-Fi']",159.0,8379.0,4665.0
warlock,0,,,,53.0,warlock,1991,,"['Action & Adventure', 'Horror', 'Mystery & Suspense', 'Science Fiction & Fantasy']",,,
warlords,0,,70.0,,63.0,warlords,2010,,"['Action', 'Drama', 'History', 'War']",,6412.0,
warm bodies,0,6.8,60.0,3.5,81.0,warm bodies,2013,,"['Comedy', 'Horror', 'Romance']",2475.0,5277.0,8041.0
warm water under a red bridge,0,,,,80.0,warm water under a red bridge,2002,,"['Art House & International', 'Comedy', 'Drama', 'Science Fiction & Fantasy', 'Romance']",,,
warning sign,0,,,,11.0,warning sign,1985,,"['Drama', 'Horror', 'Mystery & Suspense', 'Science Fiction & Fantasy']",,,
warrior,0,8.1,71.0,3.7,83.0,warrior,2011,,"['Action', 'Drama', 'Sport']",2261.0,3751.0,7680.0
warrior king 2,0,,,,18.0,warrior king 2,2014,,"['Action & Adventure', 'Art House & International']",,,
