title,release_year,genres,rating_imdb,rating_metacritic,rating_movielens,rating_rt_audience
Wah-Wah,2006,['Drama'],,6.8,,63.0
Waist Deep,2006,"['Action', 'Drama', 'Thriller', 'Crime']",,7.5,,76.0
Wait Until Dark,1967,"['Drama', 'Thriller']",,,3.4,91.0
Waiting...,2005,['Comedy'],,6.1,3.3,75.0
Waiting for Forever,2011,"['Drama', 'Romance']",,6.5,,42.0
Waiting for Guffman,1996,['Comedy'],,7.2,3.9,91.0
Waiting for Lightning,2012,['Documentary'],,4.8,,72.0
Waiting for 'Superman',2010,['Documentary'],,7.3,4.0,84.0
Waiting to Exhale,1995,"['Comedy', 'Drama', 'Romance']",,,2.4,79.0
Waitress,2007,"['Drama', 'Comedy', 'Romance']",,7.1,3.8,74.0
Wakefield,2017,['Drama'],,6.5,,52.0
Waking Life,2001,"['Drama', 'Mystery', 'Fantasy', 'Animation']",,8.0,3.7,87.0
Waking Ned Devine,1998,['Comedy'],,7.5,3.7,88.0
Waking Sleeping Beauty,2010,['Documentary'],,7.5,,80.0
Waking the Dead,2000,"['Drama', 'Mystery', 'Thriller', 'Romance']",,7.3,,78.0
Waking Up in Reno,2002,"['Comedy', 'Romance']",,8.1,,31.0
Wal-Mart: The High Cost of Low Price,2005,['Documentary'],,8.6,4.5,65.0
"Walk, Don't Run",1966,"['Comedy', 'Romance']",,,2.0,70.0
Walk Hard: The Dewey Cox Story,2007,"['Comedy', 'Music']",6.8,6.8,3.3,57.0
Walk of Shame,2014,['Comedy'],,4.8,2.5,37.0
Walk on Water,2005,"['Drama', 'Mystery', 'Thriller']",,7.5,,87.0
Walk the Line,2005,"['Biography', 'Drama', 'Music']",7.8,8.3,3.8,90.0
Walkabout,1971,"['Adventure', 'Drama']",,,4.2,86.0
Walking and Talking,1996,"['Comedy', 'Drama', 'Romance']",,,4.0,70.0
Walking Out,2017,"['Adventure', 'Drama', 'Mystery', 'Thriller']",,5.8,,56.0
Walking Tall,2004,"['Action', 'Crime']",6.3,7.3,3.0,60.0
Walking with Dinosaurs,2013,"['Action', 'Adventure', 'Animation', 'Family', 'Documentary']",,4.0,,41.0
Walking with the Enemy,2014,"['Action', 'Drama', 'History', 'Romance', 'War']",,7.0,,59.0
Wall,2004,['Documentary'],,5.1,,68.0
WALL·E,2008,"['Adventure', 'Animation', 'Family']",8.4,8.9,4.1,90.0
Wall Street,1987,"['Crime', 'Drama']",7.3,8.6,3.8,81.0
Wall Street: Money Never Sleeps,2010,['Drama'],6.2,5.8,3.2,44.0
Wallace & Gromit: The Curse of the Were-Rabbit,2005,"['Adventure', 'Animation', 'Comedy']",7.5,8.2,,79.0
Waltz with Bashir,2008,"['Animation', 'Biography', 'Documentary']",8.0,8.2,3.0,91.0
Wanderlust,2012,['Comedy'],,6.5,3.0,39.0
Wanted,2008,"['Action', 'Crime', 'Thriller']",6.7,4.7,3.2,69.0
War,2007,"['Action', 'Crime', 'Thriller']",6.2,8.4,,51.0
War and Peace,1956,"['Drama', 'Romance', 'War']",,,3.5,63.0
War Dance,2007,"['War', 'Music', 'Documentary']",,7.0,4.5,
War Dogs,2016,"['Biography', 'Comedy', 'Crime']",7.1,7.2,3.6,68.0
War for the Planet of the Apes,2017,"['Action', 'Adventure', 'Drama']",7.4,8.0,2.9,84.0
War Horse,2011,"['Action', 'Adventure', 'Drama']",7.2,6.7,3.0,74.0
"War, Inc.",2008,"['Action', 'Thriller', 'Comedy', 'War']",,7.8,,38.0
War Machine,2017,"['Drama', 'Comedy', 'War']",,6.2,4.0,34.0
War of the Worlds,2005,"['Action', 'Adventure', 'Sci-Fi']",6.5,7.4,3.2,42.0
War of the Worlds: Goliath,2014,"['Action', 'Adventure', 'Sci-Fi', 'Animation']",,5.1,,45.0
War on Everyone,2017,"['Action', 'Comedy']",,5.9,,37.0
War Room,2015,['Drama'],,5.3,0.5,87.0
War Witch,2013,"['Drama', 'War']",,7.4,,78.0
Warcraft,2016,"['Action', 'Adventure', 'Fantasy']",6.7,8.2,3.4,76.0
WarGames,1983,"['Action', 'Drama', 'Sci-Fi']",7.1,7.9,3.3,76.0
Warlords,2010,"['Action', 'Drama', 'History', 'War']",,6.3,,70.0
Warm Bodies,2013,"['Comedy', 'Horror', 'Romance']",6.8,7.0,3.5,73.0
Warrior,2011,"['Action', 'Drama', 'Sport']",8.1,8.6,3.7,92.0
Warriors of Heaven and Earth (Tian di ying xiong),2003,"['Action', 'Adventure', 'Drama']",,,3.2,56.0
Warriors of the Rainbow: Seediq Bale,2012,"['Action', 'Drama', 'History']",,8.1,,83.0
Wasabi,2001,"['Action', 'Drama', 'Thriller', 'Comedy', 'Crime']",,6.3,3.5,69.0
Washington Square,1997,['Drama'],,,3.8,69.0
Wassup Rockers,2006,"['Drama', 'Comedy']",,7.3,,64.0
Waste Land,2010,['Documentary'],,8.4,,90.0
Watch on the Rhine,1943,['Drama'],,,4.0,63.0
Watchmen,2009,"['Action', 'Drama', 'Mystery']",7.6,8.1,4.0,71.0
Water,2005,"['Drama', 'Romance']",,7.0,3.5,90.0
Water for Elephants,2011,"['Drama', 'Romance']",6.9,6.9,3.4,70.0
Watermark,2014,['Documentary'],,5.7,5.0,58.0
Watership Down,1978,"['Adventure', 'Animation', 'Children', 'Drama', 'Fantasy']",,,4.0,86.0
Waterworld,1995,"['Action', 'Adventure', 'Sci-Fi']",6.3,3.7,2.9,43.0
Wayne's World,1992,"['Comedy', 'Music']",7.0,8.3,3.5,84.0
Wayne's World 2,1993,"['Comedy', 'Music']",6.2,,3.3,63.0
We Are Marshall,2006,"['Drama', 'Sport']",7.0,8.0,3.8,79.0
We Are Still Here,2015,['Horror'],,6.2,,47.0
We Are the Best!,2014,['Drama'],,7.6,,77.0
We Are What We Are,2013,"['Drama', 'Thriller', 'Horror']",,5.2,2.2,50.0
We Are X,2016,"['Music', 'Documentary']",,6.4,,86.0
We Are Your Friends,2015,"['Drama', 'Romance', 'Music']",,5.1,,42.0
We Bought a Zoo,2011,"['Comedy', 'Drama', 'Family']",7.1,6.9,3.3,71.0
We Don't Live Here Anymore,2004,"['Drama', 'Romance']",,7.7,4.0,54.0
We Have a Pope,2012,"['Drama', 'Comedy']",,5.8,,55.0
We'll Never Have Paris,2015,"['Comedy', 'Romance']",,3.6,,18.0
We Need to Talk About Kevin,2011,"['Drama', 'Mystery', 'Thriller']",7.5,7.4,3.5,78.0
We Own the Night,2007,"['Action', 'Crime', 'Drama']",6.8,6.2,3.8,61.0
We're Back! A Dinosaur's Story,1993,"['Adventure', 'Animation', 'Children', 'Fantasy']",,,3.0,49.0
We're No Angels,1989,"['Comedy', 'Crime']",,,2.8,41.0
We're the Millers,2013,"['Comedy', 'Crime']",7.0,6.9,3.7,72.0
We Steal Secrets: The Story of WikiLeaks,2013,"['Comedy', 'Documentary']",,6.5,,75.0
We the Animals,2018,['Drama'],,6.2,,75.0
We Were Here,2011,['Documentary'],,6.9,,86.0
We Were Soldiers,2002,"['Action', 'Drama', 'History']",7.2,7.0,3.3,84.0
Wedding Crashers,2005,"['Comedy', 'Romance']",7.0,8.8,3.5,70.0
Weekend,2011,['Drama'],,8.3,,86.0
Weekend at Bernie's,1989,['Comedy'],,,2.5,57.0
Weekend at Bernie's II,1993,"['Adventure', 'Comedy']",,,1.6,41.0
Weiner,2016,['Documentary'],,7.5,,83.0
Weird Science,1985,"['Comedy', 'Romance', 'Sci-Fi']",6.6,8.6,3.1,69.0
Weirdsville,2007,"['Comedy', 'Crime', 'Drama']",,,2.5,60.0
"Welcome Home, Roscoe Jenkins",2008,"['Comedy', 'Romance']",,5.4,,63.0
Welcome to Collinwood,2002,"['Comedy', 'Crime']",,,2.5,56.0
Welcome to Dongmakgol,2005,"['Comedy', 'Drama', 'War']",,,4.5,92.0
Welcome to Happiness,2015,"['Comedy', 'Drama', 'Fantasy']",,,1.5,57.0
Welcome To Marwen,2018,"['Biography', 'Drama', 'Fantasy', 'Comedy', 'Animation']",,5.9,,48.0
Welcome to Me,2014,"['Drama', 'Comedy']",,6.7,3.0,46.0
Welcome to Mooseport,2004,"['Comedy', 'Romance']",,3.4,3.2,19.0
Welcome to New York,2015,['Drama'],,5.6,,42.0
Welcome to Sarajevo,1997,"['Drama', 'War']",,6.1,3.0,74.0
Welcome to the Dollhouse,1995,"['Drama', 'Comedy']",,7.9,3.5,86.0
Welcome to the Jungle,2013,['Comedy'],,4.3,2.0,20.0
Welcome to the Punch,2013,"['Action', 'Adventure', 'Thriller', 'Crime']",,6.1,,36.0
Welcome to the Rileys,2010,['Drama'],,8.3,,58.0
Welcome to the Sticks (Bienvenue chez les Ch'tis),2008,['Comedy'],,,4.5,78.0
Welcome to Woop-Woop,1997,['Comedy'],,,4.0,68.0
Wendigo,2001,"['Mystery', 'Thriller', 'Horror']",,4.1,2.5,30.0
Wendy and Lucy,2008,['Drama'],,6.2,,67.0
Were the World Mine,2008,"['Adventure', 'Fantasy', 'Musical', 'Romance']",,,3.5,72.0
Wes Craven's New Nightmare,1994,"['Mystery', 'Thriller', 'Fantasy', 'Horror']",,7.8,2.9,66.0
West of Memphis,2012,['Documentary'],,7.1,,87.0
West Side Story,1961,"['Drama', 'Musical', 'Romance']",,,3.6,84.0
Western,2018,['Drama'],,7.0,,73.0
Westworld,1973,"['Action', 'Drama', 'Sci-Fi']",6.9,,3.4,70.0
Wet Hot American Summer,2001,"['Comedy', 'Romance']",6.5,6.6,3.6,76.0
Whale Rider,2002,"['Drama', 'Family']",,5.6,3.8,88.0
What a Girl Wants,2003,"['Comedy', 'Drama', 'Family']",5.8,6.4,3.1,62.0
What About Bob?,1991,['Comedy'],7.0,8.3,3.3,79.0
What Doesn't Kill You,2008,"['Drama', 'Crime']",,5.5,,46.0
What Dreams May Come,1998,"['Drama', 'Fantasy', 'Romance']",7.0,6.9,3.6,84.0
What Ever Happened to Baby Jane?,1962,"['Drama', 'Horror', 'Thriller']",,,4.5,92.0
What Goes Up,2009,['Drama'],,7.6,,31.0
"What Happened, Miss Simone?",2015,['Documentary'],,8.2,3.5,85.0
What Happened to Monday,2017,"['Action', 'Adventure', 'Sci-Fi', 'Drama', 'Mystery', 'Thriller', 'Crime']",,6.5,,67.0
What Happened Was...,1994,"['Comedy', 'Drama', 'Romance', 'Thriller']",,,5.0,75.0
What Happens in Vegas,2008,"['Comedy', 'Romance']",6.1,5.7,2.8,65.0
What Have I Done to Deserve This? (¿Qué he hecho yo para merecer esto!!),1984,"['Comedy', 'Drama']",,,4.0,82.0
What If,2013,"['Comedy', 'Romance']",6.8,7.3,2.7,69.0
What Keeps You Alive,2018,"['Thriller', 'Horror']",,5.5,,42.0
What Lies Beneath,2000,"['Drama', 'Horror', 'Mystery']",6.6,7.0,3.2,58.0
What Love Is,2007,['Comedy'],,7.5,5.0,55.0
What Maisie Knew,2013,"['Drama', 'Family']",,8.0,,80.0
What Men Want,2019,"['Fantasy', 'Comedy', 'Romance']",,3.2,,34.0
What Our Fathers Did: A Nazi Legacy,2015,['Documentary'],,7.5,,73.0
What Planet Are You From?,2000,"['Comedy', 'Sci-Fi']",,,3.2,28.0
What Richard Did,2013,['Drama'],,6.6,,60.0
What's Cooking?,2000,"['Drama', 'Comedy']",,7.5,,65.0
What's Eating Gilbert Grape,1993,['Drama'],7.7,8.2,3.8,89.0
What's Love Got to Do with It?,1993,"['Drama', 'Musical']",,,3.4,88.0
"What's New, Pussycat",1965,['Comedy'],,,3.5,56.0
What's the Worst That Could Happen?,2001,"['Comedy', 'Crime']",,6.3,,35.0
"What's Up, Doc?",1972,['Comedy'],,,4.5,89.0
What's Your Number?,2011,"['Comedy', 'Romance']",6.0,5.4,4.5,44.0
What They Had,2018,['Drama'],,7.1,,83.0
What to Expect When You're Expecting,2012,"['Comedy', 'Drama', 'Romance']",5.7,5.6,3.0,47.0
What We Did on Our Holiday,2015,"['Drama', 'Comedy']",,7.5,,71.0
What We Do in the Shadows,2014,"['Comedy', 'Horror']",7.6,8.0,4.8,86.0
What We Do Is Secret,2007,"['Biography', 'Drama', 'Music']",,6.9,,53.0
What Women Want,2000,"['Comedy', 'Fantasy', 'Romance']",6.4,6.7,3.1,54.0
Whatever,1998,['Drama'],,,3.5,71.0
Whatever It Takes,2000,"['Drama', 'Comedy', 'Romance']",,6.6,2.2,45.0
Whatever Works,2009,"['Comedy', 'Romance']",7.1,6.4,3.0,61.0
When a Man Loves a Woman,1994,"['Drama', 'Romance']",,,3.8,77.0
When a Stranger Calls,1979,"['Horror', 'Thriller']",,,2.5,49.0
When a Stranger Calls,2006,"['Thriller', 'Horror']",,5.3,1.3,44.0
When Comedy Went to School,2013,"['Drama', 'Comedy', 'Documentary']",,4.9,,46.0
When Do We Eat?,2006,['Comedy'],,6.9,,68.0
When Harry Met Sally...,1989,"['Comedy', 'Drama', 'Romance']",7.7,8.8,3.9,89.0
When in Rome,2010,"['Comedy', 'Romance']",5.5,5.0,2.5,41.0
When Marnie Was There,2015,"['Drama', 'Mystery', 'Animation', 'Family']",,7.9,,88.0
When Night Is Falling,1995,"['Drama', 'Romance']",,,3.0,81.0
When the Bough Breaks,2016,"['Drama', 'Mystery', 'Thriller', 'Horror']",,2.7,,45.0
When the Game Stands Tall,2014,"['Drama', 'Sport']",,6.9,,72.0
When the Levees Broke: A Requiem in Four Acts,2006,['Documentary'],,,4.0,96.0
When the Road Bends: Tales of a Gypsy Caravan,2007,"['Music', 'Documentary']",,7.8,,82.0
When We First Met,2018,"['Comedy', 'Fantasy', 'Romance']",6.4,,3.5,57.0
When We Were Kings,1996,"['History', 'Sport', 'Documentary']",,8.9,3.9,
When Will I Be Loved,2004,"['Drama', 'Thriller']",,5.1,,32.0
When Worlds Collide,1951,['Sci-Fi'],,,5.0,63.0
When You're Strange,2009,"['Music', 'Documentary']",,8.0,4.0,61.0
"Where'd You Go, Bernadette",2019,"['Drama', 'Mystery', 'Comedy']",,7.0,,74.0
Where Do We Go Now?,2012,"['Drama', 'Comedy']",,7.4,,73.0
Where Eagles Dare,1968,"['Action', 'Adventure', 'War']",,,4.0,89.0
Where Hands Touch,2018,"['Drama', 'Romance', 'War']",,4.4,,71.0
Where Hope Grows,2015,['Drama'],,7.1,,75.0
Where in the World Is Osama Bin Laden?,2008,"['Comedy', 'War', 'Documentary']",,6.2,,52.0
Where Is Kyra?,2018,['Drama'],,7.0,,51.0
Where's Marlowe?,1998,['Comedy'],,,4.0,53.0
Where's My Roy Cohn?,2019,['Documentary'],,7.0,,76.0
Where the Buffalo Roam,1980,['Comedy'],,,3.7,73.0
Where the Day Takes You,1992,['Drama'],,,4.0,74.0
Where the Heart Is,2000,"['Drama', 'Comedy', 'Romance']",,5.8,3.5,76.0
Where the Money Is,2000,"['Comedy', 'Drama']",,,3.3,36.0
Where the Truth Lies,2005,"['Drama', 'Mystery', 'Thriller']",,6.7,,46.0
Where the Wild Things Are,2009,"['Adventure', 'Drama', 'Family']",6.7,6.5,2.7,57.0
Where to Invade Next,2015,['Documentary'],,7.3,,77.0
While We're Young,2014,"['Comedy', 'Drama']",6.3,6.5,4.0,51.0
While You Were Sleeping,1995,"['Comedy', 'Drama', 'Romance']",6.8,8.8,3.5,79.0
Whip It,2009,"['Drama', 'Sport']",6.9,6.9,3.1,74.0
Whiplash,2013,"['Drama', 'Music']",8.5,8.9,4.0,94.0
Whipped,1999,"['Comedy', 'Romance']",,6.3,2.0,32.0
Whiskey Tango Foxtrot,2016,"['Biography', 'Comedy', 'Drama']",6.6,6.4,3.3,55.0
Whisky,2004,"['Drama', 'Comedy']",,6.3,,75.0
White Bird in a Blizzard,2014,"['Drama', 'Mystery', 'Thriller']",,6.0,,43.0
White Boy Rick,2018,"['Drama', 'Crime']",,6.5,,50.0
White Chicks,2004,"['Comedy', 'Crime']",5.8,6.3,2.8,55.0
White Christmas,1954,"['Comedy', 'Musical', 'Romance']",,,4.2,88.0
White Dog,1982,"['Drama', 'Horror', 'Thriller']",,,2.8,73.0
White Fang,1991,['Adventure'],,,1.8,63.0
White God,2015,['Drama'],,7.3,,71.0
White Heat,1949,"['Crime', 'Drama', 'Film-Noir']",,,3.7,93.0
White House Down,2013,"['Action', 'Drama', 'Thriller']",6.3,5.9,2.9,62.0
"White Hunter, Black Heart",1990,"['Adventure', 'Drama']",,,3.0,62.0
White Irish Drinkers,2011,['Drama'],,7.7,,71.0
White Material,2010,['Drama'],,6.8,,64.0
White Men Can't Jump,1992,"['Comedy', 'Drama']",,,3.0,68.0
White Nights,1985,['Drama'],,7.3,3.0,74.0
White Noise,2005,"['Drama', 'Horror', 'Mystery']",5.5,5.6,2.5,31.0
White Oleander,2002,['Drama'],,7.6,2.5,81.0
White on Rice,2009,['Comedy'],,4.5,,52.0
White Rabbit,2015,['Drama'],,4.1,,61.0
White Sands,1992,"['Drama', 'Thriller']",,,3.0,42.0
White Squall,1996,"['Adventure', 'Drama']",,6.9,4.0,65.0
White Water Summer,1987,['Adventure'],,,2.0,54.0
Whiteboyz,1999,"['Drama', 'Comedy']",,8.0,,44.0
Whitey: United States of America v. James J. Bulger,2014,"['Biography', 'Crime', 'Documentary']",,7.3,,70.0
Whitney,2018,"['Biography', 'Music', 'Documentary']",,7.3,,75.0
Who Framed Roger Rabbit,1988,"['Adventure', 'Comedy', 'Crime']",7.7,8.8,3.6,84.0
Who Killed the Electric Car?,2006,['Documentary'],,8.6,3.7,84.0
Who'll Stop the Rain,1978,"['Crime', 'Drama']",,,4.0,64.0
Who's Afraid of Virginia Woolf?,1966,['Drama'],,,4.1,91.0
Who's Harry Crumb?,1989,"['Comedy', 'Mystery']",,,2.9,46.0
Who's That Girl?,1987,['Comedy'],,,2.5,47.0
Who's That Knocking at My Door?,1967,['Drama'],,,1.0,61.0
Who's Your Caddy?,2007,"['Sport', 'Comedy']",,2.6,,59.0
Who the #$&% Is Jackson Pollock?,2006,['Documentary'],,7.7,,72.0
Whores' Glory,2012,['Documentary'],,8.2,,74.0
Why Did I Get Married?,2007,"['Drama', 'Comedy']",,7.8,,78.0
Why Did I Get Married Too?,2010,['Comedy'],,6.4,,68.0
Why Do Fools Fall In Love?,1998,['Drama'],,,2.0,76.0
Why Don't You Play in Hell?,2013,"['Action', 'Drama', 'Comedy']",,7.5,4.2,80.0
Why Him?,2016,['Comedy'],6.2,5.8,3.1,51.0
Why Stop Now,2012,"['Drama', 'Comedy']",,7.1,1.5,28.0
Why We Fight,2005,"['History', 'War', 'Documentary']",,7.7,3.5,88.0
Wicker Park,2004,"['Drama', 'Mystery', 'Romance']",6.9,8.5,3.3,79.0
Wide Awake,1998,"['Children', 'Comedy', 'Drama']",,,3.7,67.0
Widows,2018,"['Crime', 'Drama', 'Thriller']",6.8,7.0,,61.0
Widows' Peak,1994,['Drama'],,,3.0,51.0
Wiener-Dog,2016,"['Drama', 'Comedy']",,5.8,3.0,41.0
Wild,2014,"['Adventure', 'Biography', 'Drama']",7.1,7.2,2.9,75.0
Wild America,1997,"['Adventure', 'Children']",,,2.6,59.0
Wild at Heart,1990,"['Crime', 'Drama', 'Thriller']",7.2,6.6,3.8,
Wild Bill,1995,['Western'],,,3.0,27.0
Wild Card,2015,"['Action', 'Crime', 'Drama']",5.6,5.3,3.0,29.0
Wild Child,2008,['Comedy'],6.1,,3.0,61.0
Wild Grass,2010,"['Drama', 'Romance']",,6.4,,37.0
Wild Hogs,2007,"['Action', 'Adventure', 'Comedy']",,5.1,2.3,61.0
Wild Horses,2015,"['Drama', 'Crime']",,5.3,1.0,16.0
Wild Reeds,1994,['Drama'],,8.0,2.5,
Wild Rose,2019,"['Drama', 'Music']",,7.2,,87.0
Wild Strawberries (Smultronstället),1957,['Drama'],,,3.8,94.0
Wild Tales,2014,"['Comedy', 'Drama', 'Thriller']",8.1,8.6,4.2,92.0
Wild Target,2010,"['Action', 'Drama', 'Comedy', 'Crime']",,7.9,,56.0
Wild Things,1998,"['Crime', 'Drama', 'Mystery']",6.6,8.6,3.0,53.0
Wild Wild West,1999,"['Action', 'Comedy', 'Sci-Fi']",4.9,5.1,2.2,28.0
Wildcats,1986,['Comedy'],,,1.8,49.0
Wildlife,2018,['Drama'],,7.3,,73.0
Wildling,2018,"['Drama', 'Thriller', 'Fantasy', 'Horror']",,5.9,,40.0
Willard,2003,"['Drama', 'Thriller', 'Horror']",,7.3,2.5,51.0
William Shakespeare's A Midsummer Night's Dream,1999,"['Comedy', 'Fantasy']",,,3.1,60.0
Willow,1988,"['Action', 'Adventure', 'Drama']",7.2,8.7,3.3,79.0
Willow Creek,2014,"['Adventure', 'Mystery', 'Thriller', 'Horror']",,5.8,,34.0
Willy Wonka & the Chocolate Factory,1971,"['Family', 'Fantasy', 'Musical']",7.8,7.9,3.9,
Wilson,2017,"['Drama', 'Comedy']",,5.1,,30.0
Wimbledon,2004,"['Comedy', 'Romance', 'Sport']",6.3,8.4,3.1,57.0
Win Win,2011,['Comedy'],,7.7,3.8,85.0
Win a Date with Tad Hamilton!,2004,"['Comedy', 'Romance']",,9.1,2.8,47.0
Win It All,2017,['Comedy'],,7.0,3.0,55.0
Winchester,2018,"['Biography', 'Mystery', 'Thriller', 'Fantasy', 'Horror']",,4.5,,32.0
Winchester '73,1950,['Western'],,,4.0,86.0
Wind Chill,2007,"['Drama', 'Thriller', 'Horror']",,6.9,,31.0
Wind River,2017,"['Crime', 'Drama', 'Mystery']",7.7,7.8,3.4,90.0
Windfall,2012,"['Drama', 'Documentary']",,6.5,,44.0
Windtalkers,2002,"['Action', 'Drama', 'War']",6.1,6.0,2.9,50.0
Wine Country,2019,['Comedy'],,4.7,,30.0
Wing Commander,1999,"['Action', 'Sci-Fi']",,,2.9,25.0
Winged Migration,2003,['Documentary'],,8.7,,87.0
Wings of Desire,1987,"['Drama', 'Fantasy', 'Romance']",,7.7,3.9,93.0
Winnebago Man,2010,"['Comedy', 'Documentary']",,6.8,,80.0
Winnie the Pooh,2011,"['Animation', 'Family']",,7.6,3.0,80.0
Winter in Wartime,2011,"['Drama', 'History', 'War']",,7.5,,78.0
Winter Passing,2005,"['Drama', 'Comedy']",,7.5,4.0,62.0
Winter's Bone,2010,"['Drama', 'Mystery']",7.1,7.3,3.4,76.0
Winter's Tale,2014,"['Drama', 'Fantasy', 'Mystery']",6.1,5.1,1.5,43.0
Winter Sleep,2014,['Drama'],,8.4,,83.0
Winter Solstice,2005,['Drama'],,8.3,,43.0
Wish I Was Here,2014,"['Drama', 'Comedy']",,7.4,,59.0
Wish Upon,2017,"['Thriller', 'Fantasy', 'Horror']",,5.3,,30.0
Wish You Were Here,2013,"['Drama', 'Mystery']",,8.4,,49.0
Wishmaster,1997,['Horror'],,,2.2,38.0
Witching and Bitching,2014,"['Horror', 'Comedy']",,5.5,,60.0
"With a Friend Like Harry... (Harry, un ami qui vous veut du bien)",2000,"['Drama', 'Thriller']",,,4.5,79.0
With Honors,1994,"['Comedy', 'Drama']",,,3.0,73.0
Without a Clue,1988,"['Comedy', 'Mystery']",,,4.0,72.0
Without a Paddle,2004,"['Adventure', 'Comedy', 'Mystery']",5.8,9.0,2.0,68.0
Witness,1985,"['Drama', 'Romance', 'Thriller']",7.4,8.4,3.6,80.0
Witness for the Prosecution,1957,"['Drama', 'Mystery', 'Thriller']",,,4.4,95.0
Wizards,1977,"['Animation', 'Fantasy', 'Sci-Fi', 'War']",,,2.0,70.0
Wolf,1994,"['Drama', 'Horror', 'Romance']",6.3,,3.2,42.0
Wolf Creek,2005,"['Horror', 'Thriller']",6.2,5.9,3.2,49.0
Wolf Creek 2,2014,"['Thriller', 'Horror']",,5.6,,39.0
Wolf Totem,2015,['Adventure'],,6.2,,50.0
Wolfen,1981,"['Thriller', 'Horror']",,8.7,,46.0
Wolke Neun,2008,"['Drama', 'Romance']",,6.4,,58.0
Wolves,2017,['Drama'],,5.4,,45.0
Woman in Gold,2015,"['Biography', 'Drama', 'History']",7.3,7.1,4.0,
Woman in the Dunes (Suna no onna),1964,['Drama'],,,4.8,93.0
Woman of the Year,1942,"['Comedy', 'Romance']",,,4.0,80.0
Woman on Top,2000,"['Comedy', 'Romance']",,8.5,2.0,42.0
Woman Thou Art Loosed,2004,['Drama'],,7.0,,84.0
Woman Walks Ahead,2018,"['Biography', 'Drama', 'History', 'Western']",,6.6,,60.0
Women in Trouble,2009,['Comedy'],,,2.0,27.0
Women on the Verge of a Nervous Breakdown,1988,"['Drama', 'Comedy']",,8.1,3.6,89.0
Won't Back Down,2012,['Drama'],,6.9,,61.0
Won't You Be My Neighbor?,2018,"['Biography', 'Documentary']",,8.5,5.0,94.0
Wonder,2017,"['Drama', 'Family']",7.9,7.7,4.0,88.0
Wonder Boys,2000,"['Comedy', 'Drama']",7.2,8.1,3.7,83.0
Wonder Park,2019,"['Adventure', 'Fantasy', 'Comedy', 'Animation', 'Family']",,5.4,,44.0
Wonder Wheel,2017,['Drama'],,5.8,3.0,41.0
Wonder Woman,2009,"['Action', 'Adventure', 'Animation', 'Fantasy']",,,5.0,78.0
Wonder Woman,2017,"['Action', 'Adventure', 'Fantasy']",7.4,7.7,3.3,86.0
Wonderland,1999,['Drama'],,8.4,4.0,
Wonderland,2003,"['Drama', 'Mystery', 'Thriller', 'Crime']",,5.5,3.4,65.0
Wonderstruck,2017,"['Drama', 'Mystery', 'Family']",,6.2,,55.0
Woodshock,2017,"['Drama', 'Thriller']",,4.4,,24.0
Wordplay,2006,['Documentary'],,6.9,4.0,80.0
Words and Pictures,2014,"['Drama', 'Comedy', 'Romance']",,5.8,,50.0
Working Girl,1988,"['Comedy', 'Drama', 'Romance']",6.8,8.3,3.2,67.0
World's Greatest Dad,2009,"['Drama', 'Comedy']",,7.4,3.0,67.0
World Trade Center,2006,"['Drama', 'History', 'Thriller']",6.0,5.5,2.7,60.0
World War Z,2013,"['Action', 'Adventure', 'Horror']",7.0,6.8,3.0,72.0
Would You Rather,2013,"['Thriller', 'Horror']",,5.9,,36.0
Wrath of the Titans,2012,"['Action', 'Adventure', 'Fantasy']",5.7,5.2,2.6,49.0
Wreck-It Ralph,2012,"['Adventure', 'Animation', 'Comedy']",7.7,8.4,3.8,86.0
Wrecked,2011,['Thriller'],,5.8,,24.0
Wrinkles,2014,"['Drama', 'Animation']",,7.4,,80.0
Wristcutters: A Love Story,2006,"['Comedy', 'Drama', 'Fantasy']",7.2,7.4,4.0,82.0
Wrong,2012,"['Drama', 'Comedy']",,6.1,4.0,54.0
Wrong Cops,2013,"['Comedy', 'Crime']",,,4.0,42.0
Wrong Turn,2003,"['Horror', 'Thriller']",6.1,6.6,3.0,54.0
Wrong Turn 2: Dead End,2007,"['Action', 'Horror', 'Thriller']",,,3.0,44.0
Wrongfully Accused,1998,"['Action', 'Comedy']",,,2.4,57.0
Wuthering Heights,1939,"['Drama', 'Romance']",,,3.2,85.0
Wuthering Heights,2012,"['Drama', 'Romance']",,6.9,,47.0
Wyatt Earp,1994,"['Action', 'Adventure', 'Biography']",6.7,6.6,3.1,61.0
X-Men,2000,"['Action', 'Adventure', 'Sci-Fi']",7.3,7.8,3.7,83.0
X-Men: Apocalypse,2016,"['Action', 'Adventure', 'Sci-Fi']",6.9,6.5,3.1,65.0
X-Men: Days of Future Past,2014,"['Action', 'Adventure', 'Sci-Fi']",7.9,8.3,3.8,91.0
X-Men: First Class,2011,"['Action', 'Sci-Fi']",7.7,7.8,3.8,87.0
X-Men Origins: Wolverine,2009,"['Action', 'Sci-Fi']",6.5,5.3,2.9,58.0
X-Men: The Last Stand,2006,"['Action', 'Adventure', 'Sci-Fi']",6.6,6.0,3.4,61.0
X2: X-Men United,2003,"['Action', 'Sci-Fi', 'Thriller']",,8.7,3.7,85.0
Xanadu,1980,"['Fantasy', 'Romance', 'Musical']",,6.0,,58.0
XX,2017,['Horror'],,3.1,,19.0
