norm_title,year_cluster,rating_imdb,rating_metacritic,rating_movielens,rating_rt_audience,title,release_year,genres_any
the heart machine,1,,,,48.0,The Heart Machine,2014,['Drama']
the heart of game,1,,7.8,,83.0,The Heart of the Game,2005,"['Sport', 'Documentary']"
the heart of me,1,,5.3,,,The Heart of Me,2003,"['Drama', 'Romance']"
the heartbreak kid,1,5.8,5.1,,37.0,The Heartbreak Kid,2007,"['Comedy', 'Romance']"
the heat,1,6.6,6.5,,71.0,The Heat,2013,"['Action', 'Comedy', 'Crime']"
the hebrew hammer,1,,,,64.0,The Hebrew Hammer,2003,"['Action & Adventure', 'Comedy']"
the hedgehog,1,,7.9,,83.0,The Hedgehog,2011,"['Drama', 'Comedy']"
the heir apparent largo winch,1,,,,49.0,The Heir Apparent: Largo Winch,2011,"['Action & Adventure', 'Mystery & Suspense']"
the heiresses,1,,5.3,,,The Heiresses,2019,['Drama']
the help,1,8.1,7.9,,89.0,The Help,2011,['Drama']
the hero,1,,6.8,4.0,59.0,The Hero,2017,"['Drama', 'Comedy']"
the hero of color city,1,,2.4,,48.0,The Hero of Color City,2014,"['Animation', 'Family']"
the hidden,1,,,,72.0,The Hidden,1987,"['Action & Adventure', 'Horror', 'Science Fiction & Fantasy']"
the hidden blade,1,,7.1,,84.0,The Hidden Blade,2006,"['Drama', 'Romance']"
the hidden fortress,1,,,,93.0,The Hidden Fortress (kakushi-toride No San-akunin),1958,"['Action & Adventure', 'Art House & International', 'Classics', 'Drama']"
the high and mighty,1,,,,59.0,The High and the Mighty,1954,"['Action & Adventure', 'Classics', 'Drama']"
the high cost of living,1,,,,57.0,The High Cost of Living,2011,['Drama']
the high note,1,,,,73.0,The High Note,2020,"['Drama', 'Musical & Performing Arts', 'Romance']"
the highwaymen,1,6.9,7.2,,73.0,The Highwaymen,2019,"['Biography', 'Crime', 'Drama']"
the hill,1,,,,93.0,The Hill,1965,"['Classics', 'Drama']"
the hill,2,,8.1,,,The Hill,,"['Drama', 'War']"
the hills have eyes,1,,6.3,,54.0,The Hills Have Eyes,1977,"['Thriller', 'Horror']"
the hills have eyes,2,6.4,6.2,,58.0,The Hills Have Eyes,2006,"['Horror', 'Thriller']"
the hills have eyes 2,1,5.1,,,40.0,The Hills Have Eyes 2,2007,"['Horror', 'Thriller']"
the hills have eyes ii,1,,4.9,,,The Hills Have Eyes II,2007,"['Adventure', 'Thriller', 'Horror']"
the hills have eyes part 2,1,,,,19.0,"The Hills Have Eyes, Part 2",1985,['Horror']
the hills run red,1,,,,33.0,The Hills Run Red,2009,['Horror']
the hindenburg,1,,,,37.0,The Hindenburg,1975,"['Action & Adventure', 'Drama', 'Mystery & Suspense']"
the hip hop project,1,,,,67.0,The Hip Hop Project,2006,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
the hippopotamus,1,,,,50.0,The Hippopotamus,2017,['Comedy']
the history boys,1,,6.1,,70.0,The History Boys,2006,"['Drama', 'Comedy']"
the hit,1,,,,75.0,The Hit,1984,"['Action & Adventure', 'Comedy', 'Drama', 'Mystery & Suspense']"
the hitcher,1,7.2,7.6,,,The Hitcher,1986,"['Action', 'Mystery', 'Thriller']"
the hitcher,2,,6.1,,52.0,The Hitcher,2007,"['Action', 'Thriller', 'Horror', 'Crime']"
the hitchhiker s guide to galaxy,1,6.7,6.5,,65.0,The Hitchhiker's Guide to the Galaxy,2005,"['Adventure', 'Comedy', 'Sci-Fi']"
the hitman,1,,,,45.0,The Hitman,1991,['Action & Adventure']
the hitman s bodyguard,1,6.9,6.5,2.7,67.0,The Hitman's Bodyguard,2017,"['Action', 'Comedy', 'Crime']"
the hoax,1,,8.5,,58.0,The Hoax,2007,"['Drama', 'Comedy']"
the hobbit,1,,,,65.0,The Hobbit,1978,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy', 'Special Interest', 'Television']"
the hobbit an unexpected journey,1,7.8,8.0,,83.0,The Hobbit: An Unexpected Journey,2012,"['Adventure', 'Fantasy']"
the hobbit battle of five armies,1,7.4,7.0,3.4,74.0,The Hobbit: The Battle of the Five Armies,2014,"['Adventure', 'Fantasy']"
the hobbit desolation of smaug,1,7.8,7.8,,85.0,The Hobbit: The Desolation of Smaug,2013,"['Adventure', 'Drama', 'Fantasy']"
the hole,1,,,,97.0,The Hole (Le Trou),1964,"['Art House & International', 'Drama', 'Mystery & Suspense']"
the hole,2,,6.2,,46.0,The Hole,2012,"['Adventure', 'Thriller', 'Fantasy']"
the hole in ground,1,,5.3,,48.0,The Hole in the Ground,2019,['Horror']
the holiday,1,6.9,8.6,,80.0,The Holiday,2006,"['Comedy', 'Romance']"
the holiday calendar,1,,,,35.0,The Holiday Calendar,,['Romance']
the hollars,1,,6.9,,59.0,The Hollars,2016,"['Drama', 'Comedy', 'Romance', 'Family']"
the hollow,1,,,,68.0,The Hollow,2016,"['Drama', 'Mystery & Suspense']"
the hollow point,1,,5.6,,31.0,The Hollow Point,2016,"['Thriller', 'Crime']"
the hollywood knights,1,,,,70.0,The Hollywood Knights,1980,['Comedy']
the holy girl,1,,6.7,,,The Holy Girl,2005,['Drama']
the holy mountain,1,,,,89.0,The Holy Mountain,1973,"['Art House & International', 'Drama', 'Science Fiction & Fantasy', 'Special Interest']"
the homesman,1,,6.5,,52.0,The Homesman,2014,"['Drama', 'Western']"
the honeymoon killers,1,,,,69.0,The Honeymoon Killers,1970,"['Classics', 'Drama', 'Mystery & Suspense']"
the honeymoon phase,1,,,,73.0,The Honeymoon Phase,2020,"['Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy']"
the honeymooners,1,,3.5,,30.0,The Honeymooners,2005,"['Drama', 'Comedy', 'Romance', 'Family']"
the horde,1,,,,41.0,The Horde (La Horde),2009,"['Action & Adventure', 'Art House & International', 'Horror', 'Mystery & Suspense']"
the hornet s nest,1,,8.8,,80.0,The Hornet's Nest,2014,"['Action', 'History', 'War', 'Documentary']"
the horror of frankenstein,1,,,,42.0,The Horror of Frankenstein,1971,"['Art House & International', 'Comedy', 'Horror']"
the horror of h p lovecraft,1,,,,31.0,The Horror of H.P. Lovecraft (LovecraCked! The Movie),2006,"['Comedy', 'Horror', 'Science Fiction & Fantasy']"
the horror show,1,,,,27.0,The Horror Show,1989,['Horror']
the horse boy,1,,6.4,,75.0,The Horse Boy,2009,['Documentary']
the horse s mouth,1,,,,77.0,The Horse's Mouth,1958,"['Classics', 'Comedy']"
the horse soldiers,1,,,,75.0,The Horse Soldiers,1959,"['Classics', 'Drama', 'Western']"
the horse whisperer,1,,6.2,,72.0,The Horse Whisperer,1998,"['Drama', 'Romance', 'Western']"
the horseman,1,,,,58.0,The Horseman,2008,"['Drama', 'Mystery & Suspense']"
the hospital,1,,,,73.0,The Hospital,1971,"['Classics', 'Comedy', 'Drama']"
the host,1,,6.8,,72.0,The Host,2007,"['Sci-Fi', 'Drama', 'Thriller', 'Fantasy', 'Horror', 'Comedy']"
the host,2,5.8,4.8,,49.0,The Host,2013,"['Action', 'Adventure', 'Drama']"
the host,3,,,,82.0,The Host,2020,"['Horror', 'Mystery & Suspense']"
the hot chick,1,,5.2,,59.0,The Hot Chick,2002,"['Fantasy', 'Comedy']"
the hot flashes,1,,,,34.0,The Hot Flashes,2013,['Comedy']
the hot spot,1,,7.9,,,The Hot Spot,1990,"['Drama', 'Thriller', 'Romance', 'Crime']"
the hotel new hampshire,1,,,,51.0,The Hotel New Hampshire,1984,"['Comedy', 'Drama']"
the hottest state,1,,7.0,,,The Hottest State,2007,['Drama']
the hottie and nottie,1,,,,31.0,The Hottie and the Nottie,2008,"['Comedy', 'Romance']"
the hound of baskervilles,1,,,,83.0,The Hound of the Baskervilles,1939,"['Classics', 'Drama', 'Horror', 'Mystery & Suspense']"
the hound of baskervilles,2,,,,72.0,The Hound of the Baskervilles,1959,"['Art House & International', 'Classics', 'Mystery & Suspense']"
the hound of baskervilles,3,,,3.0,,The Hound of the Baskervilles,1988,"['Crime', 'Drama', 'Horror', 'Mystery']"
the hours,1,7.5,8.7,,84.0,The Hours,2002,"['Drama', 'Romance']"
the hours and times,1,,,,59.0,The Hours and Times,2019,"['Art House & International', 'Drama', 'Musical & Performing Arts']"
the house,1,,4.5,3.5,35.0,The House,2017,['Comedy']
the house bunny,1,5.5,5.8,,50.0,The House Bunny,2008,['Comedy']
the house by cemetery,1,,,,49.0,The House By The Cemetery (Quella villa accanto al cimitero),1981,"['Art House & International', 'Horror']"
the house i live in,1,,8.1,,85.0,The House I Live In,2012,['Documentary']
the house of devil,1,6.3,6.9,,63.0,The House of the Devil,2009,"['Horror', 'Mystery']"
the house of mirth,1,,7.8,,,The House of Mirth,2000,"['Drama', 'Romance']"
the house of seven gables,1,,,,80.0,The House of the Seven Gables,,['Drama']
the house of spirits,1,,,,72.0,The House of the Spirits,1994,"['Art House & International', 'Classics', 'Drama', 'Romance']"
the house of tomorrow,1,,5.8,,,The House of Tomorrow,2018,"['Drama', 'Comedy']"
the house of yes,1,,,,77.0,The House of Yes,1997,"['Comedy', 'Drama']"
the house on 92nd street,1,,,,52.0,The House on 92nd Street,1945,"['Classics', 'Drama', 'Mystery & Suspense']"
the house on carroll street,1,,,,28.0,The House on Carroll Street,1988,"['Action & Adventure', 'Drama', 'Mystery & Suspense', 'Romance']"
the house on sorority row,1,,,,34.0,The House on Sorority Row,1983,['Horror']
the house that dripped blood,1,,,,57.0,The House That Dripped Blood,1971,"['Classics', 'Horror']"
the house that jack built,1,,6.8,,65.0,The House That Jack Built,2018,"['Drama', 'Thriller', 'Horror', 'Comedy', 'Crime']"
the house with a clock in its walls,1,6.1,5.8,,45.0,The House with a Clock in Its Walls,2018,"['Comedy', 'Family', 'Fantasy']"
the housemaid,1,,6.6,,54.0,The Housemaid,2011,['Thriller']
the housemaid,2,,,,35.0,The Housemaid (Cô Hâu Gái),2018,"['Drama', 'Horror']"
the houses october built,1,,,,30.0,The Houses October Built,2014,"['Drama', 'Horror']"
the houses october built 2,1,,,,48.0,The Houses October Built 2,2017,['Horror']
the howling,1,,,,58.0,The Howling,1981,['Horror']
the hudsucker proxy,1,7.2,7.4,,79.0,The Hudsucker Proxy,1994,"['Comedy', 'Drama', 'Fantasy']"
the human centipede,1,,4.1,,25.0,The Human Centipede (First Sequence),2010,"['Drama', 'Horror']"
the human centipede ii,1,,3.1,,23.0,The Human Centipede II (Full Sequence),2011,"['Drama', 'Horror']"
the human centipede iii,1,,,,11.0,The Human Centipede III (Final Sequence),2015,['Horror']
the human comedy,1,,,,68.0,The Human Comedy,1943,"['Classics', 'Comedy', 'Drama', 'Kids & Family']"
the human experiment,1,,,,61.0,The Human Experiment,2015,"['Documentary', 'Special Interest']"
the human factor,1,,,,23.0,The Human Factor,1979,"['Drama', 'Mystery & Suspense', 'Romance']"
the human race,1,,7.2,,58.0,The Human Race,2014,"['Action', 'Sci-Fi', 'Horror']"
the human resources manager,1,,,,62.0,The Human Resources Manager,2011,"['Comedy', 'Drama']"
the human scale,1,,5.0,,84.0,The Human Scale,2013,"['Documentary', 'News']"
the human stain,1,,8.8,,49.0,The Human Stain,2003,"['Thriller', 'Romance']"
the human surge,1,,5.6,,,The Human Surge,2017,"['Drama', 'Documentary']"
the humanity bureau,1,,,,23.0,The Humanity Bureau,2018,"['Action & Adventure', 'Science Fiction & Fantasy']"
the humbling,1,,5.5,,28.0,The Humbling,2015,"['Drama', 'Comedy']"
the hummingbird project,1,,6.0,,48.0,The Hummingbird Project,2019,"['Drama', 'Thriller']"
the hunchback of notre dame,1,,,,76.0,The Hunchback of Notre Dame,1923,"['Classics', 'Drama', 'Horror', 'Special Interest']"
the hunchback of notre dame,2,7.0,8.5,,70.0,The Hunchback of Notre Dame,1996,"['Animation', 'Drama', 'Family']"
the hunchback of notre dame,3,,,,87.0,The Hunchback of Notre Dame,,"['Classics', 'Drama', 'Romance']"
the hunchback of notre dame ii,1,,,,26.0,The Hunchback of Notre Dame II,2001,"['Animation', 'Kids & Family']"
the hundred foot journey,1,7.3,7.0,4.5,81.0,The Hundred-Foot Journey,2014,"['Comedy', 'Drama']"
the hunger,1,,,3.7,66.0,The Hunger,1983,['Horror']
the hunger games,1,7.2,7.0,3.4,81.0,The Hunger Games,2012,"['Action', 'Adventure', 'Sci-Fi']"
the hunger games catching fire,1,7.5,7.9,3.6,89.0,The Hunger Games: Catching Fire,2013,"['Action', 'Adventure', 'Sci-Fi']"
the hunger games mockingjay part 1,1,6.6,6.3,3.9,71.0,The Hunger Games: Mockingjay - Part 1,2014,"['Action', 'Adventure', 'Sci-Fi']"
the hunger games mockingjay part 2,1,6.5,6.6,3.7,66.0,The Hunger Games: Mockingjay - Part 2,2015,"['Action', 'Adventure', 'Sci-Fi']"
the hungover games,1,,,2.5,,The Hungover Games,2014,['Comedy']
the hungry ghosts,1,,,,62.0,The Hungry Ghosts,2010,['Drama']
the hunt,1,,8.4,,83.0,The Hunt,2012,['Drama']
the hunt,2,6.5,,,66.0,The Hunt,2020,"['Action', 'Horror', 'Thriller']"
the hunt for red october,1,7.5,7.9,,88.0,The Hunt for Red October,1990,"['Action', 'Adventure', 'Thriller']"
the hunted,1,6.1,9.2,,47.0,The Hunted,2003,"['Action', 'Crime', 'Drama']"
the hunter,1,,,,49.0,The Hunter,1980,"['Action & Adventure', 'Drama', 'Mystery & Suspense', 'Television']"
the hunter,2,,7.2,,62.0,The Hunter,2012,"['Adventure', 'Drama']"
the hunter s prayer,1,,,,23.0,The Hunter's Prayer,2017,"['Action & Adventure', 'Drama', 'Mystery & Suspense']"
the hunting ground,1,,7.3,,85.0,The Hunting Ground,2015,"['Documentary', 'News']"
the hunting of president,1,,,,53.0,The Hunting of the President,2004,"['Documentary', 'Special Interest']"
the hunting party,1,,,,54.0,The Hunting Party,1971,"['Action & Adventure', 'Art House & International', 'Classics', 'Western']"
the hunting party,2,,6.5,,67.0,The Hunting Party,2007,"['Adventure', 'Drama', 'Thriller', 'Comedy', 'War']"
the huntsman winter s war,1,6.1,5.2,1.0,45.0,The Huntsman: Winter's War,2016,"['Action', 'Adventure', 'Drama']"
the hurricane,1,7.6,7.5,,87.0,The Hurricane,1999,"['Biography', 'Drama', 'Sport']"
the hurricane heist,1,,4.5,,23.0,The Hurricane Heist,2018,"['Action', 'Thriller', 'Crime']"
the hurt locker,1,7.5,7.3,,84.0,The Hurt Locker,2008,"['Drama', 'Thriller', 'War']"
the hustle,1,5.4,3.5,,43.0,The Hustle,2019,"['Comedy', 'Crime']"
the hustler,1,,,,93.0,The Hustler,1961,"['Drama', 'Romance']"
the hustler,2,,9.0,,,The Hustler,,"['Drama', 'Sport']"
the i inside,1,,,,43.0,The I Inside,2005,"['Action & Adventure', 'Drama', 'Mystery & Suspense']"
the ice cream truck,1,,,,36.0,The Ice Cream Truck,2017,"['Comedy', 'Horror']"
the ice harvest,1,,8.8,,43.0,The Ice Harvest,2005,"['Drama', 'Thriller', 'Comedy', 'Crime']"
the ice pirates,1,,,,49.0,The Ice Pirates,1984,"['Action & Adventure', 'Comedy', 'Science Fiction & Fantasy']"
the ice storm,1,7.3,8.7,,82.0,The Ice Storm,1997,['Drama']
the iceman,1,6.8,8.5,,62.0,The Iceman,2012,"['Biography', 'Crime', 'Drama']"
the identical,1,,3.4,,62.0,The Identical,2014,"['Drama', 'Music']"
the ides of march,1,7.1,7.1,,73.0,The Ides of March,2011,"['Drama', 'Thriller']"
the idolmaker,1,,,4.0,,The Idolmaker,1980,"['Drama', 'Romance']"
the ignorant fairies,1,,8.8,,,The Ignorant Fairies,2002,['Drama']
the illusionist,1,7.5,8.7,,83.0,The Illusionist,2006,"['Drama', 'Fantasy', 'Mystery']"
the illusionist,2,,7.5,,79.0,The Illusionist,2010,['Animation']
the illustrated man,1,,,,39.0,The Illustrated Man,1969,"['Classics', 'Science Fiction & Fantasy']"
the image book,1,,5.3,,,The Image Book,2019,['Drama']
the imaginarium of doctor parnassus,1,6.8,7.1,,60.0,The Imaginarium of Doctor Parnassus,2009,"['Adventure', 'Comedy', 'Fantasy']"
the imitation game,1,8.0,8.1,4.0,91.0,The Imitation Game,2014,"['Biography', 'Drama', 'Thriller']"
the immaculate conception of little dizzle,1,,,,71.0,The Immaculate Conception of Little Dizzle,,['Comedy']
the immigrant,1,,7.4,,60.0,The Immigrant,2014,"['Drama', 'Mystery', 'Thriller', 'Romance']"
the immortalists,1,,,,69.0,The Immortalists,2014,"['Documentary', 'Drama']"
the importance of being earnest,1,,,4.3,,The Importance of Being Earnest,1952,"['Comedy', 'Romance']"
the importance of being earnest,2,,7.3,,72.0,The Importance of Being Earnest,2002,"['Drama', 'Comedy', 'Romance']"
the importance of being earnest,3,,,,83.0,The Importance of Being Earnest,,"['Classics', 'Comedy']"
the impossible,1,7.5,7.9,,84.0,The Impossible,2012,"['Drama', 'History', 'Thriller']"
the imposter,1,,7.7,,78.0,The Imposter,2012,"['Biography', 'Documentary']"
the impostors,1,,,,73.0,The Impostors,1999,['Comedy']
the in crowd,1,,2.5,,38.0,The In Crowd,2000,"['Drama', 'Mystery', 'Thriller']"
the in laws,1,,,,83.0,The In-Laws,1979,"['Action & Adventure', 'Comedy', 'Mystery & Suspense']"
the in laws,2,,6.6,,40.0,The In-Laws,2003,"['Action', 'Thriller', 'Comedy']"
the inbetweeners,1,,,,70.0,The Inbetweeners,2012,"['Art House & International', 'Comedy']"
the inbetweeners movie,1,,4.2,,,The Inbetweeners Movie,2012,['Comedy']
the incomparable rose hartman,1,,,,75.0,The Incomparable Rose Hartman,2017,['Documentary']
the incredible burt wonderstone,1,5.9,5.9,,33.0,The Incredible Burt Wonderstone,2013,['Comedy']
the incredible hulk,1,6.6,7.2,,70.0,The Incredible Hulk,2008,"['Action', 'Adventure', 'Sci-Fi']"
the incredible hulk returns,1,,,,40.0,The Incredible Hulk Returns,1988,"['Action & Adventure', 'Drama', 'Science Fiction & Fantasy', 'Television']"
the incredible jessica james,1,,6.9,,,The Incredible Jessica James,2017,['Comedy']
the incredible jessica james,2,,,,66.0,The Incredible Jessica James,,['Comedy']
the incredible journey,1,,,,76.0,The Incredible Journey,1963,"['Action & Adventure', 'Classics', 'Kids & Family']"
the incredible mr limpet,1,,,,60.0,The Incredible Mr. Limpet,1964,"['Animation', 'Comedy', 'Kids & Family']"
the incredible shrinking man,1,,,,82.0,The Incredible Shrinking Man,1957,"['Horror', 'Science Fiction & Fantasy']"
the incredibles,1,8.0,8.8,,75.0,The Incredibles,2004,"['Action', 'Adventure', 'Animation']"
the incredibly true adventure of two girls in love,1,,,,69.0,The Incredibly True Adventure of Two Girls in Love,1995,"['Art House & International', 'Comedy', 'Drama', 'Romance', 'Gay & Lesbian']"
the incubus,1,,,,22.0,The Incubus,1982,"['Horror', 'Mystery & Suspense']"
the indian in cupboard,1,,8.4,,40.0,The Indian in the Cupboard,1995,"['Drama', 'Fantasy', 'Family']"
the indian runner,1,,,,81.0,The Indian Runner,1991,['Drama']
the inevitable defeat of mister and pete,1,,7.3,,,The Inevitable Defeat of Mister and Pete,2013,['Drama']
the inevitable defeat of mister pete,1,,,,88.0,The Inevitable Defeat of Mister & Pete,2013,['Drama']
the infidel,1,,,,45.0,The Infidel,2010,['Comedy']
the infiltrator,1,7.0,7.3,3.8,71.0,The Infiltrator,2016,"['Biography', 'Crime', 'Drama']"
the infiltrators,1,,,,67.0,The Infiltrators,2020,['Drama']
the influence,1,,,,26.0,The Influence (La influencia),,['Horror']
the informant,1,6.5,5.2,,44.0,The Informant!,2009,"['Biography', 'Comedy', 'Crime']"
the informer,1,,,,77.0,The Informer,1935,"['Classics', 'Drama']"
the informers,1,,5.8,,18.0,The Informers,2009,"['Drama', 'Thriller', 'Crime']"
the inhabitants,1,,,,12.0,The Inhabitants,,"['Horror', 'Mystery & Suspense']"
the inkwell,1,,,,83.0,The Inkwell,1994,"['Comedy', 'Drama']"
the inn of sixth happiness,1,,,,84.0,The Inn of the Sixth Happiness,1958,"['Classics', 'Drama']"
the innkeepers,1,,6.2,,42.0,The Innkeepers,2012,"['Thriller', 'Horror']"
the innocent,1,,,,81.0,The Innocent (L'innocente),1979,"['Art House & International', 'Drama', 'Romance']"
the innocents,1,,7.7,,,The Innocents,2016,['Drama']
the insider,1,7.8,8.7,,90.0,The Insider,1999,"['Biography', 'Drama', 'Thriller']"
the inspector general,1,,,,80.0,The Inspector General,1949,"['Classics', 'Comedy', 'Musical & Performing Arts']"
the institute,1,,8.3,,,The Institute,2013,"['Sci-Fi', 'Mystery', 'Crime', 'Documentary']"
the institute,2,,,,14.0,The Institute,2017,"['Drama', 'Horror']"
the insult,1,,8.2,,89.0,The Insult,2018,"['Drama', 'Thriller']"
the intended,1,,4.2,,36.0,The Intended,2004,['Drama']
the intern,1,7.1,,3.7,73.0,The Intern,2015,"['Comedy', 'Drama']"
the international,1,6.5,6.4,,37.0,The International,2009,"['Action', 'Crime', 'Drama']"
the internet s own boy story of aaron swartz,1,,7.7,,91.0,The Internet's Own Boy: The Story of Aaron Swartz,2014,"['Biography', 'Crime', 'Documentary', 'News']"
the internship,1,6.3,5.9,,51.0,The Internship,2013,['Comedy']
the interpreter,1,6.4,7.4,,54.0,The Interpreter,2005,"['Crime', 'Mystery', 'Thriller']"
the interrupters,1,,6.8,,82.0,The Interrupters,2011,['Documentary']
the intervention,1,,,,49.0,The Intervention,2016,"['Comedy', 'Drama']"
the interview,1,,,,81.0,The Interview,2000,"['Drama', 'Mystery & Suspense']"
the interview,2,6.5,6.1,3.5,48.0,The Interview,2014,"['Action', 'Adventure', 'Comedy']"
the intouchables,1,,8.2,,93.0,The Intouchables,2012,"['Drama', 'Comedy']"
the intruder,1,,4.8,,73.0,The Intruder,2005,['Drama']
